generation,oracle
"i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
I found it interesting how similar electric force is to gravitational force.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting.
I found the Part 5: Charges Spread Out video the most interesting! The first one of 50:50 seemed to be expected but I found the grounded conductor and induced charge to be interesting
I enjoyed doing the practice problems because I believe that is the best way to learn.","I thought the demonstration with the lightbulb was fun to watch. It gave me a visual representation of what was happening.
i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
Energy conservation in particle physics with a gamma ray photon being split into an electron and positron was very intriguing since I've never learned much about gamma rays in the past.
I found it interesting how similar electric force is to gravitational force.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting."
"I find the orientation of magnetic fields very confusing. I'm not sure how to tell if it should be pointing in or out of the page, why it is always in the positive or negative k direction, or how it affects which direction a particle will circle in.
Concept quiz 16 question 1 was confusing, why do you add the voltages?
I found it confusing how to construct loops and how they work. I also found putting the loops together and calculating for the overall circuit confusing as well.
Setting up multi loop circuits and determining the components
I wasn't really confused by anything this lecture.","Concept quiz 16 question 1 was confusing, why do you add the voltages?
the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think.
I was a bit confused with the loop rule and multi loop circuits. I had trouble on the concept quiz so I think seeing some more examples being solved would help me.
I was confused about how to use a calculator to solve matrices.
I find the orientation of magnetic fields very confusing. I'm not sure how to tell if it should be pointing in or out of the page, why it is always in the positive or negative k direction, or how it affects which direction a particle will circle in."
"I think it's interesting how the shell theorem can be used in physics
I thought this concept was easy to grasp. The videos did a great job of helping me picture the scenarios.
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
I found it interesting that when we use symmetry for an infinite plane, the electric field is a constant.
The fact that we can model something as complex as flux through symmetrical objects without needing to carry out complex integrals","The planar electric field being constant
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
I think it's interesting how the shell theorem can be used in physics
I found it neat and helpful that drawing a Gaussian surface around or through certain objects with uniform surface charge makes finding E on the object much easier. However knowing how to orient the Gaussian surface seems a bit difficult in some situations.
I thought this concept was easy to grasp. The videos did a great job of helping me picture the scenarios."
"I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered!
Magnetism's ability to affect a charge.
How the magnetic field acts
Direction of vectors
I think it is interesting how the graphs of charging and discharging a capacitor are able to tell us a lot","It's interesting how the current of an RC circuit is essentially a fraction of the original current dependant on the time constant.
I found the magnetic field lines interesting because no matter how small they get they will always have a north and a south end.
I found the balloon tophat question most interesting about today's class because I thought too hard about it at first and once it was explained it was an “ah” moment
I really enjoyed writing the circuit equations in terms of one another and then forming differential equations. On top of already enjoying this unit, I really like this kind of math as well
I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered!"
"I enjoyed the Top Hat question about the Right Hand Rule because I was able to practice visualizing the location of the 3-D vector.
End questions
I found the live demonstration interesting. It is always useful to see physics happening in real life. It makes all the work seem real and obtainable. We can forget that all this math has real applications.
Velocity and acceleration and their graphs
Seeing the right hand rule explained live was very helpful and I liked the toy car demo.","The right-hand rule was very interesting for me because it is something I've never seen in action before. I was a little confused about it during the reading, but what was talked about in class helped me to get the hang of what it's all about.
I really liked the description of the graphs between acceleration, velocity, and displacement. I've had trouble with them in the past but I feel like I have a good understanding now. 
 I found the live demonstration interesting. It is always useful to see physics happening in real life. It makes all the work seem real and obtainable. We can forget that all this math has real applications.
I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and Ilearned a lot from it.
I thought the explanations of dot and cross products were interesting because they helped me understand the concepts better."
"Break out rooms were fun and enjoyable
I loved how vectors were translated into real life examples and how we were able to calculate values to determine placement and speed.
The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).
I thought memorizing the 5 kinematic equations was important.","The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I like projectile motion from my high school physics class so when this video lecture began to talk about gravity and free fall, I really enjoyed it. 
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).
understanding and getting the majority of the problems asked in tophat correct. this means that i have some sort of a grasp and understand of the topic we're on. 
 found the breakout rooms to be the most interesting. Working as a team is always more productive as I was able to hear different approaches to solving the problem."
"Test was kinda hard but not bad, nice to have the ppl to help you
I felt like the exam was overall pretty good. This first part was a little more confusing than the second for me, although my group mates had trouble with the second.
The first problem, particularly finding how the thrower and the kicker relate
There was no lecture today.
I thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.","There was no video lecture in class as we took the exam. The first problem on the test was a little confusing in the sense that interpreting the time we were supposed to find was difficult. 
I felt like the exam was overall pretty good. This first part was a little more confusing than the second for me, although my group mateshad trouble with the second. 
Questions were very hard compared to study guide. Studied concepts but could not figure out problems.
thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.
I guess the test, not sure if my group got it right. Otherwise great experience 7/10 would try again."
"Definitely the monkey hunting problem. Although I was  confused by the solution, i was really intrigued by the scenario. It was fascinating that the monkey fell right as the golf ball was released, and it made impact right before the monkey hit the ground.
I found the monkey problem interesting because it proves a real world situation with our understanding of projectile motion
The monkey video was the most interesting thing in today's lecture because it was different and fun.
I liked the top hat questions. I feel they are engaging and make it easier to learn material.
I found that the relative velocity problems pretty interesting. I've always had a bit of trouble understanding the problems, but it made a lot more sense once it was explained and ibwas able to get the tophat relative velocity question correct.","Definitely the monkey hunting problem. Although I was  confused by thesolution, i was really intrigued by the scenario. It was fascinatingthat the monkey fell right as the golf ball was released, and it madeimpact right before the monkey hit the ground. 
 I thought that relative motion was the most interesting, since it gives you multiple perspectives.
I thought projectile motion was interesting because I learned thatvertical and horizontal motions are independent. Although the xcomponent's velocity is constant, the y component's velocity is not.
 I liked the breakout rooms. It was interesting to hear the points of other students. 
I liked the top hat questions. I feel they are engaging and make it easier to learn material."
"Surface area doesn't affect friction, only normal force and the friction coefficient matter
I love friction problems, as they are simply force diagram problems. Seeing how different objects have different coefficients and why is super cool
How the formulas were explained for friction and how there are different types.
The question combined what we learned this week and last week.
I found it interesting that surface area does not affect the force it takes for a mass to slide off a surface.","I thought learning about the coefficient of friction and how it's proportional to the normal force was interesting. 
 I found the description of static friction most interesting. I thinkstatic friction is more interesting than kinetic friction because whenstatic friction reaches it's maximum value, any amount of force appliedwill accelerate the object.
Dr. Nero demonstrate how to solve friction problems with 2 body diagrams set up
Learning about the relationship between normal force and friction and how friction works and looks molecularly.
I found learning about how friction was really interesting. It was coolto understand how the cold welds between two surfaces impacted friction."
"The right hand rule because I was just a bit confused how to read it or tell when it's pointing in or out of the screen.
It was unclear how much time we would have in our groups to answer the tophat questions.
I was quite confused with the x,y,a, axis top hat question. I didnt quite understand the placement of the z axis (axis coming out/into the screen).
The explanations of the cross product were very informative, and the practice problems really helped to clarify the topic
The right-hand rule and how to use coordinate plane with just x and z values (as opposed to x and y).","The right hand rule because I was just a bit confused how to read it or tell when it's pointing in or out of the screen.
The position, velocity, and acceleration graphs we touched on at the endof class were a little confusing, specifically the position graph. Weonly talked about it for a little bit at the end of class so I'm surewith more practice I will be able to understand the concept a lotbetter.
How to determine if the answer to the cross product or dot product is positive or negative.
 the only thing that I would want more details in would be the way an object is 3-D on paper because i still do not get that
Some of the tophat questions lacked directions and made them hard to understand."
"I found it most interesting that to hold yourself still while on a pulley system, you only need to apply the force of half your weight.
I enjoyed learning about pushing boxes on a frictionless surface, and how a force can be applied on it.
We had one of the same problems with two people pulling a rope on each side and the tension in the rope is between both of their forces
I find tension interesting. The fact that two things can way down one rope and it's the same tension fascinated me.
Break out room problems involving free body diagrams and work","The “recipe” for free body diagrams. It made drawing them a lot easier.
 Despite this being a difficult concept, i though the man pullinghimself up with a pulley was very interesting, as it shows how pulleyscan be utilized in industry 
Redefining the system to make calculations faster by calling several objects the system instead of just one
I find tension interesting. The fact that two things can way down one rope and it's the same tension fascinated me. 
I found the top hat questions about normal force to be most interesting"
"I was confused on the units for drag force
How circular motion works, and how the forces interact.
The explanation of deriving the equations was confusing because it moved very quickly.
The problem where the person was hitting the water confused me... I thought that because they were entering the water then mg would no longer be acting on them and the only force acting would be drag force
Today's lesson was not unclear or confusing. The only thing that could have been explained more in depth is centripetal force.","What was confusing about this lecture was what forces can be considered a centripetal force.  I saw that soletimes it can be the normal force or some other force.
 I think it was tough to conceptualize some of the drag force problems. Although it's not going to be a heavy focus for the exam, I would've liked to connect more drag force problems to conceptual ideas.
 circular motion was barely even taught, especially the net force portion 
the lesson moved really fast for such a complicated topic. deriving the equations was confusing and there weren't enough examples or applications to understand the formulas
I was a little confused by the application of acceleration at an instant when terminal velocity changes. However, your explanation cleared itup. The application of multiple g's tripped me up and I got the practice problem incorrect as I forgot a g."
"I think today's class was executed well and all questions were answered properly and in a timely fashion.
I was not confused about anything
nothing
I was having trouble at first of finding information to include in the problem statement because There was no memo.
If we could get a demo on how to move those charts from the pdf to an excel file that would be lovely","I would like more details about the A13 to be more clear so it's easier to accomplish.
The in-person activity wasn't clear on what needed to be done.
unfortunately we received our grade back for assignment A12 and we were somewhat co fused on how we did not get a higher grade.
 Also, I was confused about finding the constraints for this project.
 I think it would be helpful going a little more over the calculations for energy. I just need help deciding what units to put my calculations in."
"nothing
There was nothing confusing
Nothing was confusing today. I just do not know what I missed at the beginning of class because my wifi was down
Our group was confused on whether or not to describe all the design ideas or only our final design in assignment A20.
The problem with bright space threw me off but I got it!","I just do not know what I missed at the beginning of class because my wifi was down
The practice exam not having a solution to it
I was confused on whether we did assignment 19 correct or not
I was a little confused as to what the next assignment due for class is.
 I was a little bit confused by how much we are supposed to complete for preliminary presentations"
"The discussion about mean,median, and mode.
I found the different interpretations of the term “average” in real world situations to be interesting.
pivot tables and my new team
The excel skills
It was interesting how excel could be used in a variety of ways to make sense out of the bike share data.","The youtube video was interesting regarding why diversity is useful when creating new products
I think the Excel stuff is pretty interesting.
 I found it very interesting that all of my group members are on campus. We can all meet in person and don't have to worry about different time zones.
I think the filters and pivot tables and pivot charts seem very useful.
The diversity announcement was very intriguing. I liked how it was incorporated and how we touched upon how it relates directly to engineers."
"The topic I found the most interesting was the conversation about the perimeter about shapes.
I liked learning more about the Taum Sauk Reservoir and how it works today
I thought the use of google earth to get measurements of the reservoir was interesting.
Figuring out models was pretty interesting.
I liked how we are finally doing calculations that engineers would do and modeling things like the upper Taum Sauk reservoir because it is interesting and fun","I thought that the mathematical modeling with perimeters Of shapes was interesting and fun 
I found that spending more time with our break out groups was helpful for working through any confusion
Finding the volume for the reservoir was interesting because we are applying our math knowledge to a real life situation
It was fun and interesting using google earth to map the surface area of the reservoir.
The time to work on A10 was helpful"
"The most interest part of today's class was learning about the different ways to prototype our solutions.
i love this project
Thinking of what ideas we would turn into prototypes
Physical prototype brainstorming
I found it interesting how we make prototypes with cad.","This is a long project, so I like how we're looking back on what we'vedone so far. This may give us a better understanding of how we'll moveforward.
I found all of the different ways to prototype fairly interesting and how many possible sources of evidence there are.
 I found interesting how we have a 3D printing club where we couldusetheir resources for our project. Also the amounts of availablesoftwareprograms offered by Purdue.
The time to work with our teams in break out rooms
I liked Jeff's Robin costume."
"The taum Sauk failure and other engineering failures that have occurred
I found that the engineering failures to be most interesting. In particular I found the deep water horizon spill and bhopal explosion to be particularly interesting as they had long term environmental impacts. I wanted to mention the hyatt regency walkway collapse but we ran out of time.
The most interesting part of today's class was learning about engineering failures and looking at historical events which highlighted some of the worst mistakes that led to destruction.
I thought the lecture about past engineering mistakes was really fascinating because I like to see things in real life.
I found it interesting how many engineering fails there have been yet we continue to learn from them and improve.","I liked seeing the different examples of engineering gone wrong
 mathematical modeling is still really interesting problem solving. 
The time spent in breakout rooms with my team are super helpful. We areable to get through a lot of project material in the given time.
Working with the power formula
I found it interesting that engineers careless mistakes caused the Taum Sauk failure."
"I found it confusing when I tried to download the data sheet to excel. I also was kicked from the zoom call and had trouble getting back in to the call.
Downloading the file and getting the proper form
Nothing
Some of the instructions for the in class activities were a little unclear.
I was a little confused today when we where downloading the file from online and making it available to use on excel.  I think we could have slowed down there a little bit to make sure all of the students are on the same page and are able to open up the spreadsheet without any errors.","I was confused about entering the complex calculations into excel. I haven't used excel in a long time so I think I just need practice. 
 The problem statement outline was not very helpful and the problem we were asked to find seem very vague. 
How to access the excel file.
I was a little confused on how to properly fill out Assignment 03 as it was not discussed. I was still also confused by the end of class what exactly was due when.
 The only thing I found confusing today was the formula input for the gravitational forces calculation"
"I was lost on the in class excel activity today. I could not figure out how to find the outliers for the birth year.
The in class assignment was very confusing, I had no idea what to submit into bright space. The presentation slides weren't put on bright space either. The instructions for what we were supposed to do once in our team groups should be more specific.
Pivot tables were sort of rushed through and their uses weren't fully explained which left my breakout group confused on what to do.
I think everything was quite clear. I just need to get more comfortable with excel.
nothing except how to filter properly","If you could put the slides on brightspace before the video call itwould be helpful, because then we could have it open and look at them ifwe get lost during a call
I was confused on what the task is for assignment 5 and how we need to use the bike share data to complete the assignment.
I think it was a little confusing for some people when doing theexcelassignment since some people are still getting used to it and youwent alittle fast. 
The instructions for the descriptive statistics activity weren't very clear and I wasn't sure how to present what I found.
How to use pivot tables and making graphs from them."
"The quiz was very interesting
I found interesting how we use nature to come up with ideas.
I found the multiple types of inspiration on idea generation to be the most interesting part of today's class.
Designing solutions was fun.
Learning about the different types of idea generation methods","I liked how we did the quiz in class rather than outside of classbecause I have a lot of other assignments to do for my other classes.
I found the multiple types of inspiration on idea generation to be the most interesting part of today's class.
I found it interesting how our group has to take pictures of our think process and use it for the end product.
I found the ironclad beetle biomimicry segment to be most interesting as I love getting ideas from nature.
the beetle video was really cool"
"Nothing was confusing about today's class or needed more explanation
How to completely calculate the power
It would have been nice to see the class slides on brightspace during lecture.
The quiz modules did not show up at 3.
I was confused by what the student answer sheet meant when it said that the memo gave us data of the volume of the reservoir as a function of time, and I saw no function","I found that during the studio time, I was confused as to whether use a constant pressure head or using a changing one that changes based on the height of the upper reservoir.
 We could have used some more information about how to prepare for the exam. In other classes I know there are previous exams that we can use to study.
This class was not confusing, but you could have gone over expectations for A12 some more
How the excel will work for the in class quiz
 Basically everything made sense today, i never really had any questions but the ones i did were answered when we went into breakout rooms. It would have been nice if we could have done some review on the quiz"
"when the next exam is
had to ask in breakout rooms the unanswered questions in the chat
How to set up cad
Ways to test online prototypes
How to do the testing of the prototype","How to do the testing of the prototype 
The weighted design matrix was a little confusing
How to set up cad 
The most confusing part was when different assignments are due
 the consistency between the powerpoints and the doc is bad sometimes"
"I was happy with today's class. No technological issues and extremely productive. The extended time in breakout rooms was very helpful as well in getting a great head start with A013.
I was confused on A13 even after reading the instruction on part 4, it included calculations that I didn't understand where we could get the information from.
The details for the next assignment
There wasn't anything confusing.
I didn't find much to be confusing about this lesson.","I feel like today's class could've used a more in depth explanation of how power is produced, we discussed methods of producing power but not actually how the power was produced.
 I was confused on A13 even after reading the instruction on part 4, it included calculations that I didn't understand where we could get the information from.
 thought it was confusing when we were trying to figure out what exact calculations we needed to do to do an environmental and economic evaluation 
There's no excel file and the memo is rough with info.
 I would have liked some more information on the emissions of Solar Panels and the systems currently used in powering the Indianapolis Library."
"Assignment 5 because we did not go over it.
How to decide how similar distribution s are to the normal distribution and when to use the z-score.
The material for A08 seemed like it needed a little extra detail since the module as a whole doesn't seem to have much discription.
I wasn't really confused today
Discussing the calculus formula for finding the area was a bit confusing. I would've liked a bit more information about it, and how it works.","I have already done a good amount of assignment A08 and it's a bit confusing about what is my x, mean, and standard deviations have to use
 Something I found unclear about today's lecture was how the z number was used in the calculus equation for area under the curve.
I found some of the instructions for the histogram rule of thumb confusing, as I couldn't figure out to what extent we need to abide by it (do we always need to have exactly the square root of the count in bins?)
Discussing the calculus formula for finding the area was a bit confusing.
I didn't find anything too particularly confusing, however, during the skittles assignment my group struggled to understand what the objective was, so I had to explain it myself for a while"
"How to find the intervals for time. Should we make a rough estimate based on the graph? Furthermore, if one of our intervals is 0:00-7:00, then should our following interval be 7:00-13:00, or 7:15-13:00
Assignment A12 was introduced during class today, and I found it a little confusing what was expected of us for the assignment. I was able to clear up most of my questions during breakouts though.
We had a bit of trouble getting our graph of flow rate to be formatted correctly.
There wasn't anything confusing.
I do not think anything in today's class was particularly confusing","The turning in of assignment a10, but this was resolved by the end of class well enough
Assignment A12 was introduced during class today, and I found it a little confusing what was expected of us for the assignment.
How to find the intervals for time. Should we make a rough estimate based on the graph?
How to calculate the power generator 
 Finding the instantaneous flow rate is somewhat confusing on excel."
"I was a bit confused about the exact requirements for units of the instantaneous volumetric flow rate, do we need to make sure it is in multiple units?
I thought that the research was the most difficult since it required me to evaluate sources based on their merit.
Nothing was really confusing besides trying to get all the reasons why the dam failed.
It was not very confusing. I found the class pretty straightforward and I did not struggle to comprehend the instructions issued.
I didn't find much to be confusing this lesson, except for within the class participation activity where we needed to mention something along the lines of ""what engineering professions/actions should be considered in the future"" and what we were supposed to mention.","There wasn't anything confusing in this class, I was just confused bythedate if the exam which is entirely my fault I came to class preparedtotake it today and was relieved when it on Friday 
 I was considering using a nonlinear model with the Excellregression tools.
What we needed to turn in for the in class assignment.
The only confusing part about today's class was figuring out exactly whythe Upper Reservoir collapsed, but after some research I figured itout.
I still struggle with determining volumetric flow rate."
"It was confusing how to calculate the volume with given data.
I thought that the most difficult aspect of today's class was graphing regression, although it was not difficult. Class was supposed simple today.
I found the article explanation regarding the ""Reservoir volume to height relationship"" confusing, and  more specifically on how it was obtained or found. I also found the SSE and SST explanations a bit confusing, as to what they indicate.
More details on the quiz could have been beneficial.
Nothing was confusing today, we had a lot of good work time during class","Simple linear regression needed more details, especially as it relates to what the r squared value does.
Assignment 11 needed more explanation. Specifically, I struggled with the wording of particular questions. If the problems were more descriptive I would have understood the questions much easier.
Proper was to calculate the surface area to find volume
We could have gone over the laminar approach more because the regression line information seemed pretty easy to understand based on the module videos.
What will be covered in Exam 1"
"I didn't get what materials i should use for prototype
Something that could use more details in today's class was the schedule with our new reading day, because you went over it kind of quick and I didn't catch all the dates.
What was confusing was how the prototypes the groups create will be tested. My group was having a hard time understanding how this would be done virtually and with models of our design (given we don't have the ability to make real models of our prototype with the materials we wanted)
I found it interesting the different types of modeling that could be used
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one.","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one. 
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
