generation,oracle
"I was mostly confused about how to pick bounds for the integral in solving for potential energy. Ultimately, my answer for a question was wrong Bc I chose wrongly.
The concept addressed in the second concept question, regarding how fields are affected by other fields, was confusing.
The difference between the voltage potential energy, the potential energy and then regular volatage. I just kept getting lost with the symbols and meanings
I found it confusing when to set the initial potential to zero.
Overall more examples, not necessarily solving but the setup, would be helpful as well as more explanation of dipoles and their potential energy","The integral part and the last problem that we did. I am always confused about how to set up the problem.
The potential energy of the field was confusing.
the last top hat question could've had more explanation. i was confused on how to set it up
The concept addressed in the second concept question, regarding how fields are affected by other fields, was confusing.
Overall more examples, not necessarily solving but the setup, would be helpful as well as more explanation of dipoles and their potential energy"
"I found grounding to be very confusing; what does it mean for a circuit to be grounded?
why it is useful to have a reference point. i am confused about what exactly delta V is
The most confusing thing for me was when we went over the 2 different cases of grounding. I just found it confusing when going over the formulas like whether to add or subtract Ir
I'm confused about how the spot where we place a ground affects how we measure voltage
The sapling question about finding emf and internal resistance has me stumped. If we could go over more of these that would be awesome.","The idea of grounding was confusing for me. I feel like seeing some more examples would be helpful.
Problem 27.54 with the car motor problem was confusing. I did not understand what the starting motor does. Does it withdraw or add voltage? Does it act as a resistor or a battery? Otherwise your lectures were clear and concise as always.
I am still a bit confused about why the voltage was negative in the first given example even though the voltage coming out of the battery is positive.
Current for the last top hat circuit question that was graded
Re-drawing circuit diagrams with grounds seems  to get complicated when multiple branches and resistors/capacitors are involved."
"The explanation of centripetal force was interesting.
I found it interesting for the terminal velocity and the acceleration is zero
When we compared the drag force and gravity from air to water
I found the explanation of drag force most interesting because it is a topic O have never covered before.
I thought that the skier and the pendulum free body diagrams were interesting, how the acceleration pointed towards the center","I found the centripetal force problems to be very interesting. I usually enjoy relating centripetal force to conceptual ideas, so I enjoyed thatpart of the lecture.
 The terminal velocity question was also kinda cool because it explained why you can't just jump into water safely at large heights. 
The most interesting thing in today's lecture was calculating the acceleration a person feels when they hit the water from jumping from an airplane.  It showed that the body cannot stand such a massive increasein acceleration .
 The first few top hat problems about the steel ball vs the ping pong ball. Interesting real life examples.
I found the explanation of drag force most interesting because it is a topic O have never covered before."
"The names of the football players were very interesting
There was no video to find anything interesting. The problems were interesting though
Nothing
The first problem on the test was interesting as it was a real life situation most have taken a part in.
N/A (it was interesting in a way once you got past the panic)","The first problem on the test was interesting as it was a real life situation most have taken a part in.
The second question about the blocks was actually fun, I had done several like it while studying
The names of the football players were very interesting
There was no video to find anything interesting. The problems were interesting though
I enjoyed group tests simply because people can guide my ideas and help me get the answer."
"Nothing specific, I feel Dr. Nero explained everything thoroughly. It makes more sense to me of the relative motion after each example.
Nothing was really confusing in this lesson. Maybe the only thing that was confusing was the vector question with the two people and one was going at an angle and the other was not.
The monkey hunting problem. I felt that this part of the lecture was covered too fast. Specifically, I was a little confused about the relation between the two Delta Y equations (the monkey and bullet). I didn't understand this setup fully.
I found conceptualizing relative forces a bit confusing but the computation was easy
I have difficulty conceptualizing relative speed, specifically when something is launched off of something with a horizontal initial velocity.","Probably the most confusing thing was when to use addition vs subtraction in relative motion. I can understand why each works, it just takes a bit of getting used to.
The monkey hunting problem. I felt that this part of the lecture was covered too fast. Specifically, I was a little confused about the relation between the two Delta Y equations (the monkey and bullet). I didn't understand this setup fully.
 the problem where we had to derive an equation with the shooting of the monkey as it was in free fall made absolutely no sense. I still dont really get it.
 need more clarification with the vector relative motion. more example problems 
I need to work on using the correct kinematics equation. The concept of relative motion is confusing, because I can't understand reference views."
"One thing I will definitely need to be looking more in to is the subtraction of vectors from the Yeti problem, when solving on my own i had a slightly different answer, so I will be trying to figure out why.
How to stack the vectors from head to tail. When is it allowed, and when is it not?
Just a quick review of when to use sin vs cos in vector math and which angles to apply, depending on which function is chosen (just because they are, technically, interchangeable)
I thought today's class went very well. I do not think that I did not misunderstand any of the topics discussed during the class. I found the problem we did in breakout rooms very helpful because it allowed for my group and I to think for ourselves.
I think it would be more beneficial if you would go in depth of your pictures drawn and explain how they apply to a numerical problem even more.","How the direction of a resultant vector compares to the value. I have trouble understanding their relationship.
How the right-hand rule can be manipulated to apply to the cross product and how unit vectors create a direction.
Something that was confusing about today's video lecture was how in some cases with inverse tangent, you must add 180 degrees to your answer. I understand that this can be seen with the graph of tangent, but I'm not sure how you know when you should trust your answer or know that u have to add 180 degrees.
Using Top Hat/getting used to using Top Hat was a bit confusing and tough. I wasn't always sure when to submit answers, how much time I had, and I had some trouble getting out of the zoom window quickly and to the Top Hat one. I think the more practice I get with it though the better I'll get at it.
Just a quick review of when to use sin vs cos in vector math and which angles to apply, depending on which function is chosen (just because they are, technically, interchangeable)"
"I liked creating the problem set by picking out information from the email.
The different zoom meeting calls provided well needed communication and ways to bounce ideas off.
Differences between types of data and talking to new people in breakout groups
I actually found chat the most interesting as I explored and helped other students resolve issues for the downloads on Excel. It was satisfing to watch the class work together in the background to stay on the same page.
I found that seeing all the bike share data was most interesting.","I also found learning about excel to be interesting.
 I had never heard of problem statements so that was interesting to learn.
How engineers look at data and decide on how to solve any issues they find from the data.
The detailed projects that make up the class
 I enjoyed meeting new people in my breakout rooms and seeing what they drew for the in class activity."
"Nothing was confusing at all this class. The largest concern was the exam 1 grades which was resolved.
I'm sure a lot of people are saying this, but the in class activity had the wrong numbers compared to when the answers were shown after submission. That created some confusion, but I still knew how to do it, even with the wrong numbers.
I was confused about how to calculate the amount of CO2 emissions in grams per mile because the brightspace PowerPoint slides were confusing.
I really did not find anything confusing today in class! I understood the assignments and everything about climate change.
nothing","At first it was a little confusing to calculate the grams per mile of CO2. 
The A13 environmental impact was somewhat confusing.
 The most confusing part today was the difference of the slide on zoom and the slide in the brightspace
Where to find the midterm feedback.
The in class activity was confusing as to what we were supposed to calculate."
"The collaborative sketching attempt did not go well in class today. I wish we were explained how to make a collaborative sketch in breakout rooms.
I did not understand what the in class participation was. I am still not sure if the in class participation was the group picture, the quiz, or the individual picture.
The whiteboard thing we were supposed to draw on.
What we needed to do for an in class activity
We needed mor details on the assignment that is due next friday.","on the quiz I put the y intercept because it did not specify but apparently that was incorrect. That is confusing to me.
I found the whiteboard brainstorming in class activity to be a little confusing as I wasn't entirely sure of what to draw and what not to.
We needed mor details on the assignment that is due next friday.
 More information on the low fidelity prototype 
The collaborative sketching attempt did not go well in class today. I wish we were explained how to make a collaborative sketch in breakout rooms."
"A clearer description for overflow/underflow bins in excel would have been useful.
More in depth about how to make more complicated histograms
Excel is still confusing to use.
i didn't understand that the histograms didn't need the date so i spent the whole break out room confused. I also think the breakout rooms should've been longer.
There was nothing confusing in the class today for me. I thought everything was explained very well.","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
