generation,oracle
"i found the open ended top hat questions interesting because they required multiple concepts to be applied which made it all seem more connected and easier to understand conceptually
Electric fields in general
The electric field patterns were very interesting.
Visualizing electric fields! It was interesting to know how lines cannot cross and what it looks like for unlike charges
Using the charges and electric field to calculate torque","In today's class, I found it interesting that electric fields work how wind works. I learned that wind has many vectors as does electric fields.
The experiment when when could see the diopole, and the whole concept of polar molecules like water.
Torque and potential energy and how they apply to electric fields
How dipoles give molecules their unique properties
visualizing electric fields. Drawing abstract concepts makes them easier to understand."
"The practice problem where we were given the dipole dipole moment and had to find kinetic energy was quite challenging for me. If we could do another example like that, that would be great!
Water droplet problem is what I had the most trouble with.
The initial set up. Specifically the limits of integration and the variable of integration.
the integrations were confusing but i think i just need to focus more and review calc
I was confused about recognizing which variable you should take the the integral with respect to (depending on the problem)","The ring of charge section was the most confusing. Setting it up and finding E parallel and E perpendicular was the most confusing for me
While I understand the solving the integral process, I could use more clarity/examples of setting up integrals in different situations. Also, a deeper explanation of what exactly is happening to the electric field when influenced by an extended charge.
I felt the lecture was going too fast and felt that we should go over details more rather than flying through each tophat question.
I am really having trouble setting up integrals for the electric field. I don't understand how to set it up given the linear density and the charge.
The initial set up. Specifically the limits of integration and the variable of integration."
"I thought the ammeter and voltmeter were the most interesting part, especially after the concept quiz and seeing how the voltmeter was the emf
i thought that the applications of grounding and how that could simplify complicated circuits was interesting
Learning the paths circuits take and what way the current flows I found to be very interesting. It's cool to see how current flows in real wires and in real life.
Voltmeters and ammeters are really interesting in that I think it's cool that we can actually measure these concepts (voltage and current) pretty easily
i liked that no matter which path you took to find current in a circuit, you'll get the same value.","The amount of info we can determine from a simple circuit with proper analysis is very cool.
I thought grounding was interesting. I never understood what grounding meant before.
I found the ammeters and voltmeters interesting because they can both be used in the same circuit but for different reasons.
i liked that no matter which path you took to find current in a circuit, you'll get the same value.
I found it interesting using the loop rule to solve the last problem because it made the problem more simple than I initially thought."
"I'm a bit confused by how the equations relate together so more explanation and examples would be great.
why is it that you can use the one eqn(.5cv^2) for ANY shape when it was mentioned that shape is the factor that changes the C variable.
The difference between the two variables that use U was very confusing. How energy relates to capacitance just wasn't clear to me.
What this truly is, I do not understand what we are solving, and the use of what the value K is.
In video 2, why did U and V start at the same place?","one thing that was confusing for me was the actual calculations regarding the topic. I was a bit confused on that part of the concept quiz.
The difference between the two variables that use U was very confusing. How energy relates to capacitance just wasn't clear to me.
Calculating cylindrical capacitors
In video 2, why did U and V start at the same place?
In today's class I found it confusing how the units work between charge and capacitance and electric potential. I found it confusing what a farad is."
"I was a little confused about the last example in lecture for finding the voltage in each resistor because I wasn't sure how the amps split in the circuit
the relationship between the internal voltage of a battery vs. the external voltage.
I found resistors in series fairly confusing just because I find myself getting tripped up with how to add voltage in the series.
For the first time ever in this class I feel like I actually understand all the cuvids for this section.
I think I actually understood this one well. The only thing I truly struggled was the second part with the battery, the E and the delta V","It wasn't confusing, but I think going over Ohm's law and when you can and can't use it would be helpful
I found resistors in series fairly confusing just because I find myself getting tripped up with how to add voltage in the series.
I thought the examples at the end of the cuvids for the first set were a little confusing, I wasn't sure how the equations were derived
the relationship between the internal voltage of a battery vs. the external voltage.
Trying to figure out if things are in series or parallel"
"honestly everything was pretty clear today! maybe the lightning part could have been a little more clear, but if you were really paying attention it made sense!
The difference in using the formula c1*c2/c1+c2 vs using the equation for parallel capacitance or series capacitance confuses me a bit on the concept quiz.
Series capacitors and resistance
I was confused about how you know when capacitors are in parallel with each other.
What the units represented in the context of each other.","I'm a little confused on how charge is distributed on capacitors in series vs capacitors in parallel.
I thought that it was a little confusing why in the 1st example you performed you added the non matching capacitance (C3) with C2 and plugged that into the expression. and on our sapling concept quiz, we instead used expression (C1*C2)/(C1+C2)+ C3. why were we allowed to do that for that problem and not this one? genuinely confused.
I was confused about how you know when capacitors are in parallel with each other.
The only thing I felt was kind of confusing was charge density. In lecture, you said that current density and the electric field went in opposite directions and I found that slightly perplexing.
The current density was the most confusing for me because I was just a bit confused on how to set up the integral."
"I enjoyed going over answers and work during the breakout room session for the one top hat question.
I think the most interesting part was the use of break out rooms to allow the students to collaborate on a problem
The thing that I found most interesting was the way he explained how to get the answer and how he showed multiple ways of getting to the answer.
I found the hockey question interesting because it was challenging but after working in groups we were able to figure it out
I liked getting to use top hat during class and getting put into the break out rooms. I think that it made class more interesting and helped to keep me engaged in what was going on.","I thought vector additions was the most interesting because of the easy system of steps that need to be followed to solve problems. I really like when things are laid out clearly and the steps are easy tofollow. 
I was most interested by the break out groups because it allowed us to work on the question together. If one person was stuck we could ask another for help and it's nice to have a peer help sometimes because they have a different viewpoint from the professor or TAs.
The examples that were given in class were very informative and I felt like they helped me with the overall course content. I personally feel like it was important for me to see those examples
 I really enjoyed the way class was formatted! I like that we aren't just repeating the book/notes we took ahead of time. I am fully engaged inpractice problems, and thus find them more interesting.
 I enjoyed using Top Hat because it kept me active during the lesson."
"I'm a bit confused on the most efficient way to solve for a variable
I was confused about the relation of the force when the rope was pulled down on the pulley. It was also unclear where the equations we used in the problems derived from.
Today, I think harder examples could have been taught because the simple ones were a great introduction to the topic, but they were also covered in the topic. The concepts were easy to understand and the lesson was taught well but I think that the questions could have been more conceptual or harder to accomplish.
doubling the force of tension
The top hat question about the man holding himself up and how there would be two forces of tension","The problem that involved the man pulling himself up on a pulley was difficult to understand.  If the man is pulling down with the same forceas the tension, shouldn't that cancel out one of the tensions ?
The top hat problem with the 3 blocks. We covered this towards the end, and as we were crunched for time, I thought the problem wasn't discussed as much as I would've liked. 
In today's lecture, I was bit confused by the free body diagram of friction. How would friction change if the normal force was at an angle to the horizontal? 
The fact of there being two tensions confused me for one of the first questions we did. I didn't quite get the 2T, but I think I understand it now after it was explained. 
 Force magnitudes when there are multiple masses such as a person pushing on three rocks. It's just sometimes confusing on which masses to add or the exact forces acting on the masses."
"I think it was really clear. However, I would have liked if the TA's came to the breakout rooms so that we can all discuss about the career WDM. I think they know valuable information.
I was very confused by what was supposed to go onto criteria and what was supposed to go into metrics. The difference between the two was not clear.
The whole setup behind a weighted matrix is still confusing to me, and i do not see a significant benefit behind it yet
Nothing! It all made sense!
Nothing was confusing, there was a good explanation of weighted decision matrixes.","The due date of assignment 18 was confusing 
I was a little confused about what to put as the metrics in the weighted decision matrix at first. 
Part of the decision matrix discussion was a little confusing on all of the different aspects that were needed in parts one, two, and three. 
I was a little confused on how to choose my criteria for the in class activity.
 I wasn't completely sure about what to do for the in class activity because the template had a lot of slots to fill out but we only had todo some of it, but it wasn't completely clear about what parts we were supposed to do."
"I thought the game where you guessed the r-value most interesting.
Knowing how to use and model equations with the laminar approach was helpful with understanding our data.
I enjoyed learning how to make the linear regression on Mac books. I also appreciated the help I got from the PTs.
Group discussion! I have finished a lot of progress during the breakout room for the team project.
I found it interesting how you can simply just make a scatter plot on excel out of your data and it will create an equation for the line of best fit for you.","The linear regression was fun to learn about.
Learning about the values of r and how they relate to the accuracy of a trend line
Working with my group on both the in class assignment and the A10 assignment.
I enjoyed talking about regression lines correlations and playing the correlation game.
I found it interesting that it is so easy to do complex, helpful calculations in Excel."
"I understood everything in class today and enjoyed the time you gave us with our teams. The only thing i would say could be improved was there was some confusion over where the files were for the in class quiz 1.
I believe in today's lecture they probably could've been a better instruction on the fact that only one person had to submit the skittles data. Therefore we would be about to do all of our assignment right away.
I was confused on what what our in class participation was for 3b. I wasn't sure if we needed to submit anything or not.
The deadlines for all the assignments were confusing, and the probability was a little confusing at first
I didn't quite fully grasp what z tables were and how do we figure out what values to use for funding the numbers","The directions for the skittles activity in class were sort of confusing at first, but our team figured out what needed to be done
Assignment 08 was confusing because the directions were not clear. I had my hand raised in the breakout room and no one came.
I didn't quite fully grasp what z tables were and how do we figure out what values to use for funding the numbers
The formulas that we went over today are somewhat confusing to me. Other than that I thought class was very good!
I am still confused about how to create and use histograms and the shortcuts for using excel. The normal distribution questions are also confusing."
"The assignment we are working on right now is confusing because we dont know how many idea generation techniques we have to use
It was confusing what part V was supposed to resemble and what iteration #1 meant. It was confusing that there was no explanation for this assignment.
Some of the specific things about A17 like how many ideas we need and the stuff Jeff mentioned at the end being brought up for the first time.
The most confusing part of today was figuring out where and who we would be getting feedback from.  Since we didn't have feedback yet we were confused what we should use for part 5.
nothing","How much of The iteration we are supposed to do for A17
Hearing about the first iteration feedback left us without a real answer.
It is confusing on what we are supposed to build for our prototypes.
I was confused on which assignment we were supposed to be doing because online it said 5,6 but it was fixed.
I was confused at what parts of the project we actually need to complete."
"I was a bit confused on due dates and the general premise of assignment A10. I wish we would have spent more time going over what was expected in assignment A10. My internet connection was also unstable so that may have something to do with how well I understood the lecture.
How to calculate power from volume in power resovoirs
I was confused on when we start A11 because it said we started it today in class however I didn't see A11 in 4A Assignments started in class and on the last slide about due dates it said A11 is due at the beginning of 5B
More feedback on our submitted work.
I would have liked a few more details on some of the more open-ended/newer concepts and questions that we will need to figure out.","My team was confused when looking at the assignment 10. We didn't know how we should make the mathematical/physical models. I think we should go over that next class.
More feedback on our submitted work.
I did not understand the APA style of notation. In this class, I have gotten points taken off for having the assignment in APA. I cannot find a resource to how to make these references correctly.
 The date which assignment A10 is due was the most confusing part about the lecture today.
How to perform some of the calculations on the assignment given."
"There wasn't much to be interested in or uninterested in, since most of the class was working on the project. I suppose seeing the equations relating to investments was moderately enticing.
I found the uses and calculations for capital costs and payback periods in applicable scenarios to be interesting in today's class.
I liked working with our group for a long amount of time!
Learning about how long a captial investment will payoff was interesting , because we might use it later on.
I liked the pay off period, I like to see the cost of things over time so I found this interesting.","I found the ability to find the payback time really interesting becauseit is a very useful thing to know when you are talking about budgeting.
 Learning about how long a captial investment will payoff was interesting , because we might use it later on.
I found the most interesting part to be the actual calculations behind the economic impacts of certain plans. 
I really enjoyed the amount of time we had for working with our teams on A13.
I enjoyed all the time we had to work with our group."
"I like the amount of time we had to spend in breakout rooms working on the presentation
There was nothing today that I found interesting.
Learning about how we are going to present our project was most interesting.
I liked the practice for the exam
The most interesting part was starting to work on our presentation","Learning about how we are going to present our project was most interesting. 
working in breakout rooms with my team
I liked how you guys explained why we didn't get an answer key to the Practice Exam 2.
I found it interesting that we are still able to complete projects while being socially distant.
 I found that the CAD design of our final solution was interesting as it was cool to see a 3d model of it."
