generation,oracle
"The conservation of energy question was very tricky. I was indecisive between the correct answer and the “difference in charge” answer, so I felt that I learned the most from this question.
I found it interesting how similar electric force is to gravitational force.
I found the demonstration done to show the lightbulb lighting was very interesting because of the separation of charges.
What I found most interesting today was that there can be two components of an electrostatic force. I found this interesting because  I'm working with forces that are invisible.
Electric charge properties","I thought the demonstration with the lightbulb was fun to watch. It gave me a visual representation of what was happening.
i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
Energy conservation in particle physics with a gamma ray photon being split into an electron and positron was very intriguing since I've never learned much about gamma rays in the past.
I found it interesting how similar electric force is to gravitational force.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting."
"Cramer's rule and matrices
the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think.
The loops were very confusing.
I was confused on how to solve for matrices and determinants using my calculator.
Concept quiz 16 question 1 was confusing, why do you add the voltages?","Concept quiz 16 question 1 was confusing, why do you add the voltages?
the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think.
I was a bit confused with the loop rule and multi loop circuits. I had trouble on the concept quiz so I think seeing some more examples being solved would help me.
I was confused about how to use a calculator to solve matrices.
I find the orientation of magnetic fields very confusing. I'm not sure how to tell if it should be pointing in or out of the page, why it is always in the positive or negative k direction, or how it affects which direction a particle will circle in."
"The planar electric field being constant
The return of the shell theorem to explain a more complicated concept
the different types of symmetry
I like the derivation process because you can get answers for any shape.
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.","The planar electric field being constant
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
I think it's interesting how the shell theorem can be used in physics
I found it neat and helpful that drawing a Gaussian surface around or through certain objects with uniform surface charge makes finding E on the object much easier. However knowing how to orient the Gaussian surface seems a bit difficult in some situations.
I thought this concept was easy to grasp. The videos did a great job of helping me picture the scenarios."
"The rc circuit stuff
It's interesting how the current of an RC circuit is essentially a fraction of the original current dependant on the time constant.
I enjoy learning about magnets, their properties and their fields
Magnetic field lines and  multiloop circuits
I found it interesting that magnetic fields are so similar to electric fields.","It's interesting how the current of an RC circuit is essentially a fraction of the original current dependant on the time constant.
I found the magnetic field lines interesting because no matter how small they get they will always have a north and a south end.
I found the balloon tophat question most interesting about today's class because I thought too hard about it at first and once it was explained it was an “ah” moment
I really enjoyed writing the circuit equations in terms of one another and then forming differential equations. On top of already enjoying this unit, I really like this kind of math as well
I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered!"
"The multiple ways/ equations possible to find the same answer.
Right hand rule! Today is finally clicked for me and I was able to better understand the concept.
Top hat
Seeing the right hand rule explained live was very helpful and I liked the toy car demo.
End questions","The right-hand rule was very interesting for me because it is something I've never seen in action before. I was a little confused about it during the reading, but what was talked about in class helped me to get the hang of what it's all about.
I really liked the description of the graphs between acceleration, velocity, and displacement. I've had trouble with them in the past but I feel like I have a good understanding now.
I found the live demonstration interesting. It is always useful to see physics happening in real life. It makes all the work seem real and obtainable. We can forget that all this math has real applications.
I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and Ilearned a lot from it.
I thought the explanations of dot and cross products were interesting because they helped me understand the concepts better."
"I found the conceptual questions that go along with free fall interesting. I like the concept of gravity being constant acceleration.
I like projectile motion from my high school physics class so when this video lecture began to talk about gravity and free fall, I really enjoyed it.
The dinosaurs (Jurassic park vibes), and the intro to group was interesting, because it gave me an idea of how things will work in the future for quizzes and tophat questions.
The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).","The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I like projectile motion from my high school physics class so when this video lecture began to talk about gravity and free fall, I really enjoyed it.
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).
understanding and getting the majority of the problems asked in tophat correct. this means that i have some sort of a grasp and understand of the topic we're on.
found the breakout rooms to be the most interesting. Working as a team is always more productive as I was able to hear different approaches to solving the problem."
"There was no video lecture in class as we took the exam. The first problem on the test was a little confusing in the sense that interpreting the time we were supposed to find was difficult.
I guess the test, not sure if my group got it right. Otherwise great experience 7/10 would try again.
Questions were very hard compared to study guide. Studied concepts but could not figure out problems.
Exam was tough. fair. VERY tough
N/A (no class today so nothing was confusing, or more accurately, no lecture was confusing)","There was no video lecture in class as we took the exam. The first problem on the test was a little confusing in the sense that interpreting the time we were supposed to find was difficult.
I felt like the exam was overall pretty good. This first part was a little more confusing than the second for me, although my group mateshad trouble with the second.
Questions were very hard compared to study guide. Studied concepts but could not figure out problems.
thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.
I guess the test, not sure if my group got it right. Otherwise great experience 7/10 would try again."
"I liked the top hat questions. I feel they are engaging and make it easier to learn material.
top hat questions as they help me not zone out during class
I thought projectile motion was interesting because I learned that vertical and horizontal motions are independent. Although the x component's velocity is constant, the y component's velocity is not.
The monkey experiment is interesting.
The explanation of the truck and baseball pitching machine question.","Definitely the monkey hunting problem. Although I was  confused by thesolution, i was really intrigued by the scenario. It was fascinatingthat the monkey fell right as the golf ball was released, and it madeimpact right before the monkey hit the ground.
I thought that relative motion was the most interesting, since it gives you multiple perspectives.
I thought projectile motion was interesting because I learned thatvertical and horizontal motions are independent. Although the xcomponent's velocity is constant, the y component's velocity is not.
I liked the breakout rooms. It was interesting to hear the points of other students.
I liked the top hat questions. I feel they are engaging and make it easier to learn material."
"While the most confusing, I found the question about the two blocks hanging from the pulley the most interesting. I also liked the top hat questions because they weren't too hard but not too easy as well.
the information about cold vs. hot welds.
Learning about the relationship between normal force and friction and how friction works and looks molecularly.
The first top hat problem with the 3 blocks and the problem with the sled being pushed and pulled. I was quite fascinated with the answers for both of these.
The coefficient of friction, either static or kinetic, is usually smaller than 1.","I thought learning about the coefficient of friction and how it's proportional to the normal force was interesting.
I found the description of static friction most interesting. I thinkstatic friction is more interesting than kinetic friction because whenstatic friction reaches it's maximum value, any amount of force appliedwill accelerate the object.
Dr. Nero demonstrate how to solve friction problems with 2 body diagrams set up
Learning about the relationship between normal force and friction and how friction works and looks molecularly.
I found learning about how friction was really interesting. It was coolto understand how the cold welds between two surfaces impacted friction."
"The right-hand rule and how to use coordinate plane with just x and z values (as opposed to x and y).
I thought today's lecture was very clear. I appreciated the car demonstration, as well as the Top Hat questions. It helped me stay engaged and better understand the topics covered.
Everything was clear during this lecture. I had no confusion and I understood everything from the clicker questions.
I was quite confused with the x,y,a, axis top hat question. I didnt quite understand the placement of the z axis (axis coming out/into the screen).
i was still a little confused about the position velocity and acceleration graphs. i always get confused when interpreting them. i'll definitely go watch some youtube videos about it but it would go a little more in depth","The right hand rule because I was just a bit confused how to read it or tell when it's pointing in or out of the screen.
The position, velocity, and acceleration graphs we touched on at the endof class were a little confusing, specifically the position graph. Weonly talked about it for a little bit at the end of class so I'm surewith more practice I will be able to understand the concept a lotbetter.
How to determine if the answer to the cross product or dot product is positive or negative.
the only thing that I would want more details in would be the way an object is 3-D on paper because i still do not get that
Some of the tophat questions lacked directions and made them hard to understand."
