generation,oracle
"The integral part and the last problem that we did. I am always confused about how to set up the problem.
The second question on the second concept quiz was about conductors. If you could explain the answer in class that would be great. I cannot seem to wrap my head around it.
The potential energy of the field was confusing.
The difference between the voltage potential energy, the potential energy and then regular volatage. I just kept getting lost with the symbols and meanings
I was confused how to find work using an integral when one of the bounds was zero.","The integral part and the last problem that we did. I am always confused about how to set up the problem.
The potential energy of the field was confusing.
the last top hat question could've had more explanation. i was confused on how to set it up
The concept addressed in the second concept question, regarding how fields are affected by other fields, was confusing.
Overall more examples, not necessarily solving but the setup, would be helpful as well as more explanation of dipoles and their potential energy"
"conceptually, I was a little confused how you can have a ground before a resistor, making the voltage zero, and that doesn't impact the energy continuing on. Mathematically I can see why this is true, but conceptually it's a bit confusing.
I am still a bit confused about why the voltage was negative in the first given example even though the voltage coming out of the battery is positive.
Finding the emf was confusing.
why it is useful to have a reference point. i am confused about what exactly delta V is
Figuring out how grounding will affect the potential","The idea of grounding was confusing for me. I feel like seeing some more examples would be helpful.
Problem 27.54 with the car motor problem was confusing. I did not understand what the starting motor does. Does it withdraw or add voltage? Does it act as a resistor or a battery? Otherwise your lectures were clear and concise as always.
I am still a bit confused about why the voltage was negative in the first given example even though the voltage coming out of the battery is positive.
Current for the last top hat circuit question that was graded
Re-drawing circuit diagrams with grounds seems  to get complicated when multiple branches and resistors/capacitors are involved."
"I thought that the skier and the pendulum free body diagrams were interesting, how the acceleration pointed towards the center
The most interesting thing in today's lecture was calculating the acceleration a person feels when they hit the water from jumping from an airplane.  It showed that the body cannot stand such a massive increase in acceleration .
I just like the fact that we are finally putting in air resistance as a factor... throughout high school we never would factor it in and I like learning about terminal velocity
I found the explanation of drag force most interesting because it is a topic O have never covered before.
I thought the question of whether throwing something was faster than terminal velocity was interesting","I found the centripetal force problems to be very interesting. I usually enjoy relating centripetal force to conceptual ideas, so I enjoyed thatpart of the lecture.
 The terminal velocity question was also kinda cool because it explained why you can't just jump into water safely at large heights. 
The most interesting thing in today's lecture was calculating the acceleration a person feels when they hit the water from jumping from an airplane.  It showed that the body cannot stand such a massive increasein acceleration .
 The first few top hat problems about the steel ball vs the ping pong ball. Interesting real life examples.
I found the explanation of drag force most interesting because it is a topic O have never covered before."
"I liked how the velocity in part 2 was a slight difference that made the question a little harder.
The first problem on the test was interesting as it was a real life situation most have taken a part in.
There were only two test questions but they both took a lot of time.
The second question about the blocks was actually fun, I had done several like it while studying
Nothing","The first problem on the test was interesting as it was a real life situation most have taken a part in.
The second question about the blocks was actually fun, I had done several like it while studying
The names of the football players were very interesting
There was no video to find anything interesting. The problems were interesting though
I enjoyed group tests simply because people can guide my ideas and help me get the answer."
"I have difficulty conceptualizing relative speed, specifically when something is launched off of something with a horizontal initial velocity.
Nothing was confusing today. It was all intro physics that I have learned my senior year. I definitely needed to brush up on it though because we had off from school for so long. That's how I feel about most of my classes though.
I found conceptualizing relative forces a bit confusing but the computation was easy
The monkey hunting problem. I felt that this part of the lecture was covered too fast. Specifically, I was a little confused about the relation between the two Delta Y equations (the monkey and bullet). I didn't understand this setup fully.
I would like to work more with the kinematic equations, explaining when and how to use them in different scenarios.","Probably the most confusing thing was when to use addition vs subtraction in relative motion. I can understand why each works, it just takes a bit of getting used to.
The monkey hunting problem. I felt that this part of the lecture was covered too fast. Specifically, I was a little confused about the relation between the two Delta Y equations (the monkey and bullet). I didn't understand this setup fully.
 the problem where we had to derive an equation with the shooting of the monkey as it was in free fall made absolutely no sense. I still dont really get it.
 need more clarification with the vector relative motion. more example problems 
I need to work on using the correct kinematics equation. The concept of relative motion is confusing, because I can't understand reference views."
"I believe that what is most confusing to me about the lecture is when to use sin and cos for x and y, and occasionally where to put the angle given. I think i confuse myself when it comes to sin and cos.
I thought today's class went very well. I do not think that I did not misunderstand any of the topics discussed during the class. I found the problem we did in breakout rooms very helpful because it allowed for my group and I to think for ourselves.
Nothing extremely confusing this time around. Just to make sure, whenever you need to find the vector from one tip of a vector to another one, when both are going in a different direction from the origin, you have to subtract, right?
Today's lecture was clear and for the most part easy to follow. The only part that I still am confused on is using unit vectors. However, I believe this will be covered in more detail with the next lecture.
I was initially confused on how subtracting vectors worked but I figured it out","How the direction of a resultant vector compares to the value. I have trouble understanding their relationship.
How the right-hand rule can be manipulated to apply to the cross product and how unit vectors create a direction.
Something that was confusing about today's video lecture was how in some cases with inverse tangent, you must add 180 degrees to your answer. I understand that this can be seen with the graph of tangent, but I'm not sure how you know when you should trust your answer or know that u have to add 180 degrees.
Using Top Hat/getting used to using Top Hat was a bit confusing and tough. I wasn't always sure when to submit answers, how much time I had, and I had some trouble getting out of the zoom window quickly and to the Top Hat one. I think the more practice I get with it though the better I'll get at it.
Just a quick review of when to use sin vs cos in vector math and which angles to apply, depending on which function is chosen (just because they are, technically, interchangeable)"
"The bike data
I actually found chat the most interesting as I explored and helped other students resolve issues for the downloads on Excel. It was satisfing to watch the class work together in the background to stay on the same page.
test muhsin
The breakout rooms and the project in general was very interesting. Even learning about the problem statement.
Differences between types of data and talking to new people in breakout groups","I also found learning about excel to be interesting.
 I had never heard of problem statements so that was interesting to learn.
How engineers look at data and decide on how to solve any issues they find from the data.
The detailed projects that make up the class
 I enjoyed meeting new people in my breakout rooms and seeing what they drew for the in class activity."
"The in class participation slides were confusing because they had two different numbers on them. However, you explained how they would be dealt with, and that was helpful.
Nothing was confusing
It was confusing what criteria was required for the in class participation, specifically the format and final answer.
I really enjoyed today's class. It was very straightforward and answered a lot of my questions about the upcoming assignments.
The way to do the calculations of the carbon emissions was confusing and I did not know where to find the numbers.","At first it was a little confusing to calculate the grams per mile of CO2. 
The A13 environmental impact was somewhat confusing.
 The most confusing part today was the difference of the slide on zoom and the slide in the brightspace
Where to find the midterm feedback.
The in class activity was confusing as to what we were supposed to calculate."
"More information on the low fidelity prototype
Nothing was confusing
I thought class was straightforward, on the quiz I put the y intercept because it did not specify but apparently that was incorrect. That is confusing to me.
I found the whiteboard brainstorming in class activity to be a little confusing as I wasn't entirely sure of what to draw and what not to.
I found it confusing what we were drawing on whiteboards","on the quiz I put the y intercept because it did not specify but apparently that was incorrect. That is confusing to me.
I found the whiteboard brainstorming in class activity to be a little confusing as I wasn't entirely sure of what to draw and what not to.
We needed mor details on the assignment that is due next friday.
 More information on the low fidelity prototype 
The collaborative sketching attempt did not go well in class today. I wish we were explained how to make a collaborative sketch in breakout rooms."
"A clearer description for overflow/underflow bins in excel would have been useful.
I found everything pretty straightforward. I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later, but other than that it was good
Nothing was confusing because it was just a rehash of the Brightspace modules.
I'm confused on how to find overflow/underflow values.
Excel is still confusing to use.","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
