generation,oracle
"I think the idea and concepts make sense, but I am confused about what shapes to choose as the Gaussian surface. Can you choose any shape? Are there multiple shapes that will still give the same answer as the cylinder? Also, the conductor vs insulator in reference to Gauss' law is confusing to me
I did not understand why the electric field inside of a solid, uniform, insulating sphere (rR).
The orientation of planar electric fields and cylindrical Gaussian surface
i think the last practice problem we did in class could've been done slower to make it easier to comprehend. i had to think it over for a few minutes after class ended for it to come to me
More examples would be helpful for further understanding.","I did not understand why the electric field inside of a solid, uniform, insulating sphere (r<R) is greater than the field outside of it (r>R).
I think the idea and concepts make sense, but I am confused about what shapes to choose as the Gaussian surface. Can you choose any shape? Are there multiple shapes that will still give the same answer as the cylinder? Also, the conductor vs insulator in reference to Gauss' law is confusing to me
The second question on the concept quiz confused me, I wasn't sure how positive and negative charges being outside or inside affect flux.
I think the angle at which flux flows from an object is a bit confusing. The first problem on the concept quiz deals with this.
I was confused about why we find the areas of the three different parts of the cylinder, and how we do this."
"i found that the different charge densities were  interesting
Compared to the ring of charge, the line of charge is pretty simple and easy to understand
I love math especially calculus so to see any type is always refreshing. I always enjoy seeing when both are involved in each other (I'm learning some physics in calc 3 right now too)
I found it interesting how calculus integrates into physics. It was cool to see how the integral can be used to calculate an electric field.
I found most interesting how we can use integration to determine the electric field","I found most interesting how we can use integration to determine the electric field
How the Calculus concepts were applied to extended charges (integrals, u-substitution)
The electric field diagrams were easy to learn and interesting.
I found the charge distribution problems most interesting today. I found it interesting because it can go the way you think, but also a different way if there are different factors.
I like when we do problems together in class as it gives us an example on how we should start the top hat questions when we have to do them individually."
"I enjoyed learning more about the ex ey and es because it is similar to what I just learned tonight in calc 3 for solving integrations in third dimensions
I found how conductors act to be interesting.
Equipotentials
I found equipotentials to be the most interesting thing, especially drawing a equipotentials for a dipole!
Collection of point charges (pairing them)","I found equipotentials to be the most interesting thing, especially drawing a equipotentials for a dipole!
How we can calculate something so complicated as electrons passing through an area is very cool.
old concepts being brought back to explain new concepts
The most interesting thing was that finding electric potential doesn't require a path, but only the magnitude of the charge and it's distance from the point of interest.
I enjoyed learning more about the ex ey and es because it is similar to what I just learned tonight in calc 3 for solving integrations in third dimensions"
"I was confused by how to calculate the moment for dipoles that are not in a uniform field.
The math behind why certain numbers can be considered 0 or a simpler version confused me.
Hello I am most confused on these negative and positives, this also includes last chapter as well. I am not quite sure how to identify the directions of both the electric field and the electric force. Also dipole moments was a bit confusing as well.
Could you go over potential energy of a dipole again? Specifically when potential energy is maximum and such?
Sometimes, when Professor Nero is doing practice problems, he writes the steps down really fast, and continues moving on to the next problem. It would be helpful if he slowed a bit after finishing each problem, and allowed time to copy everything down, and absorb the information a little more. This happened for me especially in the suspended water droplet problem.","I found the physical properties of the electric field to be confusing. Like specifically how it relates to electric force.
I was confused by how to calculate the moment for dipoles that are not in a uniform field.
I feel like it would benefit me to hear more about the simple charge distributions. There were some parts of the videos that seemed a bit confusing to me and i had some struggles solving the second question on concept quiz 3.
I think the tophat questions overall were the most difficult part about class.
The math behind why certain numbers can be considered 0 or a simpler version confused me."
"How to solve for a negative fnet. It is confusing because I don't always know what determines the positive vs negative direction.
Tension, multiple directions of tension
Tension forces
I think some of the conceptual top hat questions were a bit confusing, jt was hard to relate the real life examples to the theory we learned from the videos
Tension was very confusing in today's lecture","What was confusing for me today was the tug of war problem.  I was not sure about how it worked.  Although the explanation allowed me to understand it, i feel like i need more practice with types of problems like that.
I think some of the conceptual top hat questions were a bit confusing, jt was hard to relate the real life examples to the theory we learnedfrom the videos
I didn't understand the Newton's 2nd Law problems. I needed more explanation as to way objects appeared based on what they were relative .
The concept of inertial frames was confusing because I didn't understand why the wrench would appear to be accelerating forward but then i thought about what happens in a car and I got it.
 I was a little confused about the salami question when it was first shown, but the explanation helped."
"nothing was really confusing, the lectures explained the material well
average and instantaneous velocity and acceleration still confuses me
Honestly I thought today's lecture was very straight forward and I wasn't confused that much
I am still confused on a part of the dinosaur problem we discussed. Does each dinosaur have to have its own positive and negative direction or can one be used for the whole system?
How to find acceleration in relative motion in both 1D and 2D","I am still confused on a part of the dinosaur problem we discussed. Does each dinosaur have to have its own positive and negative direction or can one be used for the whole system?
I thought using the kinematic equations on the more difficult questions was challenging. It was sometimes confusing to tell which equation to use.
 I didn't understand the circular motion aspect of today's lecture. I will watch the lectures for Friday but I might need more review Friday.
Also, average and instantaneous velocities and speeds etc. start to blend together after a while and get to be harder to differentiate, especially in terms of what they mean conceptually. 
 The calculus-based content needed more context a graph could've been helpful clearing up any confusion. I also feel like we could've done a few more practice problems about different “topics.”"
"The last top hat question about the one block sitting on top of another one sitting on a frictionless surface
I would like to see more example problems being done of static friction. More specifically how to use the static friction coefficient and how to develop and form the equations needed to solve each problem because I am still struggling with that concept of physics.
Friction on an incline was what confused me. When more than one or two forces are applied, I feel like things are bound to get confusing.
Figuring out all the different forces that go with boxes next to each other together
Sometimes finding the force needed to move a block, but this was typically for more complicated problems.","I found the top hat question about the two blocks hanging from the pulley the most confusing just because I understood it when I set the tensions equal to each other but not conceptually 
 I feel that the last question was pretty confusing during today'slecture. I believe that we should of spent more time talking through that question instead of rushing at the end of class and briefly going over it.
I would like to see more example problems being done of static friction. More specifically how to use the static friction coefficient and how todevelop and form the equations needed to solve each problem because I am still struggling with that concept of physics. 
The problems were pretty difficult in terms of understanding the fbds and what is happening to the system and i wish there was more time given overall even for the conceptual questions
The thing that was confusing about today's lecture was he conceptual question about the different between push and pull in terms of force."
"It was interesting how there are ways to compare two sets of data with one graph/diagram
I really liked how we got to spend a lot more time in breakout rooms because we could bounce our ideas off each other!
Learning how to edit histograms was interesting because I have never done it before.
The ability to make and format histograms in excel is a great skill to have.
When to use the different types of graphs","I liked using the histogram to measure frequency, which occurs often in data.
Excel is such a powerful tool and can evaluate data so quickly. 
 I really liked how we got to spend a lot more time in breakout rooms because we could bounce our ideas off each other!
i liked working with my group
I liked how we had a lot of time to work on assignment 7."
"There was not a whole lot of new information in this class besides information about assessments and assignments
I thought that the fact that a12 was a continuation of a10 was interesting.
the class quiz
Getting a good start on A12
The reservoir power equation and A12 were very interesting to start on","I liked that we got so much time to work with our team in class. It helped to get all of us on the same page.
I enjoyed how we had a lot of time to work on our project for thisupcoming week, I thought it could of used more explanation though.
Using physics concepts for A12 was nice.
I was interested by the variety of functions that excel can compute within itself.
 I found the instant volumetric flowrate calculations to be most interesting as I like calculus."
"There was not much else besides the weighted matrix that was discussed in class, so bot much to report here
I liked the amount of time we had to work on A18
nothing
I found that using the weighted decision matrix for our project was helpful and interesting. It is a new way to weigh ideas to make decisions.
I found it interesting how we did the in-class activity before we did an example of how to make one.","I found it interesting how we can use the weighted decision matrix and figure out which solution is best for our problem.
I found it most interesting to start prototyping and I think it will be fun picking out what final product we will use.
 Having the class time to work with team on coming up with a plan for these assignments
working on the design project and the in class activity
I liked the amount of time we had to work on A18"
"I do love a good solar energy project. I've learned about solar panels, so that's cool.
It was interesting looking at the conversion website, this project seems interesting, and it was nice getting a headstart in the breakout rooms.
The new project with solar panels.
Midterm grades
I really enjoyed how much time we had to work on the new assignment and it seems very interesting.","The different forms of energy and how they are generated was really interesting and hopefully we go more in depth with this topic.
 I was interested at starting a new project that has real world applications!
I like how we spend almost an hour working with our groups on the the next assignment.
I found the structure of solar cells to be the most interesting thing. The internal design is complex and the materials used and their purposeare very intriguing.
 I liked that we got so much time to work on A13, when we get time to work on assignments it minimizes the amount of meetings we need tosetup outside of class time."
"I liked how we went over what the course would look like and who we could contact for help.
I found the most interesting thing in today's class was the discussion we had with our breakout group about how engineers in 2030 would be like.
Getting to know the professor and the peers
The people I met in my group
I loved the breakout rooms and the chance to meet new people. I also found the activity we did very interesting as well because I didn't expect the questions you asked us afterwards to be so thought-provoking.","I loved the breakout rooms and the chance to meet new people.
The people that I met seemed very kind and made me feel more comfortable in the class.
The activity where we drew the future engineer I found it cool how everyone had different opinions and views. 
I found it interesting that we have several different types of advisors with different skills sets and experience to assist us in the course. Other courses usually have only one TA but it nice to have several people to ask for help
 I found the projects and specifically the design project most interesting in class."
"I enjoyed looking at the statistics and working with my group in class 4a.
I liked how we had group discussions I also liked how we got ahead on an assignment due next week and that we were given more time to work on projects so that we aren't cramming many at once.
I found the hydropower generator interesting. I didn't really know how the generator converted mechanical energy into electric until today.
Researching about the reservoir was interesting.
hydropower is cool. I really like the Hoover dam. its important to note that despite being a renewable source of power, hydropower has one of the largest environmental impacts","I thought learning about the hydroelectric power was interesting
 Seeing the mechanics of how reservoirs work 
 I found the introduction of our next project very interesting today. Also, I feel like the time spent in breakout rooms during this lecture was much better than previous calls.
I found the introduction of our next project very interesting today
I also found the intro into how to cite and reference your sources to be very informative."
"There wasn't really anything in today's lecture that I found to be confusing or unclear. Everything stated was easily understood and tied in directly to being an engineer and our current project. Explanation of environmental impacts and the inclusion of what is the priority of being an engineer helped emphasize the point that we need to always be thinking of how our developments effect others in society.
Nothing confusing for today
The only thing I was confused about was why density was included in the in class activity.
Not much was confusing about the lecture today. Everything was clearly expressed.
in-class activity","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first. The example after the in class activity cleared things up.
I was confused about the in class activity at first but when I discussed it with my group we figured it out. 
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between anassumption and data that just isn't reliable."
"Everything was clear and straight forward
I think we should have spent more time on how to create a functional decomposition chart
I think it was a little confusing how biomimicry could be used for this project. There wasn't really any relevant example provided for how we could use it.
I was confused about how to apply bio mimicry to this project.
Something confusing in today's class was the instructions for the new A17 assignment, because we were unsure of what to work on.","I thought that the emphasis on biomimicry was interesting, but I did not understand how it can be applied to our project. We are dealing with roads and traffic, so there is little I can see that the natural world can offer.
Something confusing in today's class was the instructions for the newA17 assignment, because we were unsure of what to work on. 
 I think we should have spent more time on how to create a functional decomposition chart
More information about the brainstorming process would be helpful to aid our team
 Figuring out which parts of the overarching design project are due when was disorienting as it was not ever explained and only obscurely mentioned once on Brightspace."
"Group time was very helpful to assign roles for the new project
The most interesting part of today's class was how engineers work effectively with problem scoping to properly define a project.
Design issues as a whole
starting a new project was the most interesting today
starting our own design project","I liked the discussion on the importance of problem scoping and the differences between novice and professional engineers. Particularly asking questions and research.
The breakout room was very fun and informative! We met Jeff Hall today, and he was extremely helpful. We love working in a team and we're excited for the upcoming project. 
What I found most interesting in today's class was how a client or end user was a stakeholder always but a stakeholder could be a client or end user, but is not necessarily always one. 
 The start of a new projects is always interesting I feel that seeing how a project could be integrated so close to me is one of the most exciting things about being an engineer 
What I found most interesting about today's class was the analytical skills that are required to design your own solution to aproblem."
"The thing that was the most interesting was working with my peers to generate ideas and solutions
The most interesting part of todays class was figuring out which of our solutions we will continue to use and make prototypes. Although it was hard to do, deciding on the solutions was still interesting
I found it interesting how effective CAD modeling can be for starting the prototyping phase, I also found it awesome how many services Purdue has to offer to aid in the prototyping process.
The discussion about next steps and designing prototypes
Talking about the different materials we can use to make prototypes. I thought it was interesting that we can use anything from something as simple as cardboard and duct tape to CAD. I also liked Jeff's costume.","I found it interesting how effective CAD modeling can be for startingthe prototyping phase, I also found it awesome how many services Purduehas to offer to aid in the prototyping process.
The act of prototyping is interesting because we can test our ideas.
I found the wholistic approach of the design project very interesting and am very excited to move forward with it 
I loved the breakout rooms today and our team got a lot of workdone,especially narrowing down our six ideas to the top three. Also,weclarified our questions with Jeff Hall, who was extremely helpful!!Weare excited to begin the next milestone. 
The thing that was the most interesting was working with my peers to generate ideas and solutions"
