generation,oracle
"i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
I found the Part 5: Charges Spread Out video the most interesting! The first one of 50:50 seemed to be expected but I found the grounded conductor and induced charge to be interesting
What I found most interesting today was that there can be two components of an electrostatic force. I found this interesting because  I'm working with forces that are invisible.
The conservation of energy question was very tricky. I was indecisive between the correct answer and the “difference in charge” answer, so I felt that I learned the most from this question.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting.","I thought the demonstration with the lightbulb was fun to watch. It gave me a visual representation of what was happening.
i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
Energy conservation in particle physics with a gamma ray photon being split into an electron and positron was very intriguing since I've never learned much about gamma rays in the past.
I found it interesting how similar electric force is to gravitational force.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting."
"Understanding the loop rule and how to do certain calculations with it
I'm confused by the complexity of having multiple loops in circuits. When do you use the loop rule?
I am still confused about the direction of electrons in a magnetic field
Concept quiz 16 question 1 was confusing, why do you add the voltages?
I was confused on how to solve for matrices and determinants using my calculator.","Concept quiz 16 question 1 was confusing, why do you add the voltages?
the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think.
I was a bit confused with the loop rule and multi loop circuits. I had trouble on the concept quiz so I think seeing some more examples being solved would help me.
I was confused about how to use a calculator to solve matrices.
I find the orientation of magnetic fields very confusing. I'm not sure how to tell if it should be pointing in or out of the page, why it is always in the positive or negative k direction, or how it affects which direction a particle will circle in."
"the different types of symmetry
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
The planar electric field being constant
I like the derivation process because you can get answers for any shape.
i thought the top hat questions were interesting because they spiked my thinking.","The planar electric field being constant
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
I think it's interesting how the shell theorem can be used in physics
I found it neat and helpful that drawing a Gaussian surface around or through certain objects with uniform surface charge makes finding E on the object much easier. However knowing how to orient the Gaussian surface seems a bit difficult in some situations.
I thought this concept was easy to grasp. The videos did a great job of helping me picture the scenarios."
"The lost interesting thing is the video demonstrations
I found the balloon tophat question most interesting about today's class because I thought too hard about it at first and once it was explained it was an “ah” moment
I really enjoyed writing the circuit equations in terms of one another and then forming differential equations. On top of already enjoying this unit, I really like this kind of math as well
I found it interesting that magnetic fields are so similar to electric fields.
I think it is interesting how the graphs of charging and discharging a capacitor are able to tell us a lot","It's interesting how the current of an RC circuit is essentially a fraction of the original current dependant on the time constant.
I found the magnetic field lines interesting because no matter how small they get they will always have a north and a south end.
I found the balloon tophat question most interesting about today's class because I thought too hard about it at first and once it was explained it was an “ah” moment
I really enjoyed writing the circuit equations in terms of one another and then forming differential equations. On top of already enjoying this unit, I really like this kind of math as well
I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered!"
"I enjoyed the Top Hat question about the Right Hand Rule because I was able to practice visualizing the location of the 3-D vector.
The way that the different graphs of velocity, position, and acceleration all relate to one another was incredible interesting.
I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and I learned a lot from it.
The variety of problems, it gave some range to the material that wasn't in the videos or their example problems.
Velocity and acceleration and their graphs","The right-hand rule was very interesting for me because it is something I've never seen in action before. I was a little confused about it during the reading, but what was talked about in class helped me to get the hang of what it's all about.
I really liked the description of the graphs between acceleration, velocity, and displacement. I've had trouble with them in the past but I feel like I have a good understanding now. 
 I found the live demonstration interesting. It is always useful to see physics happening in real life. It makes all the work seem real and obtainable. We can forget that all this math has real applications.
I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and Ilearned a lot from it.
I thought the explanations of dot and cross products were interesting because they helped me understand the concepts better."
"Break out rooms were fun and enjoyable
The dinosaurs (Jurassic park vibes), and the intro to group was interesting, because it gave me an idea of how things will work in the future for quizzes and tophat questions.
Velocity of a moving object can vary depending on viewpoint, but acceleration will be the same.
The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I found the conceptual questions that go along with free fall interesting. I like the concept of gravity being constant acceleration.","The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I like projectile motion from my high school physics class so when this video lecture began to talk about gravity and free fall, I really enjoyed it. 
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).
understanding and getting the majority of the problems asked in tophat correct. this means that i have some sort of a grasp and understand of the topic we're on. 
 found the breakout rooms to be the most interesting. Working as a team is always more productive as I was able to hear different approaches to solving the problem."
"The first problem, particularly finding how the thrower and the kicker relate
Test was kinda hard but not bad, nice to have the ppl to help you
I thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.
Exam was tough. fair. VERY tough
The first problem with the football was definitely confusing, but my group mates and I figured it out","There was no video lecture in class as we took the exam. The first problem on the test was a little confusing in the sense that interpreting the time we were supposed to find was difficult. 
I felt like the exam was overall pretty good. This first part was a little more confusing than the second for me, although my group mateshad trouble with the second. 
Questions were very hard compared to study guide. Studied concepts but could not figure out problems.
thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.
I guess the test, not sure if my group got it right. Otherwise great experience 7/10 would try again."
"I loved group work and solving problems in pairs
I love the conceptual and find it very easy to understand them, such as the truck and pitching machine. I think visuals really help!
The physics behind the monkey and bullet example, where aiming for the monkey before falling will make the bullet hit it.
The example of the monkey that was falling while there was a gun that shot it. The idea that no matter where you aim as long as you aim at the monkey you will hit it.
I liked the top hat questions. I feel they are engaging and make it easier to learn material.","Definitely the monkey hunting problem. Although I was  confused by thesolution, i was really intrigued by the scenario. It was fascinatingthat the monkey fell right as the golf ball was released, and it madeimpact right before the monkey hit the ground. 
 I thought that relative motion was the most interesting, since it gives you multiple perspectives.
I thought projectile motion was interesting because I learned thatvertical and horizontal motions are independent. Although the xcomponent's velocity is constant, the y component's velocity is not.
 I liked the breakout rooms. It was interesting to hear the points of other students. 
I liked the top hat questions. I feel they are engaging and make it easier to learn material."
"It was interesting to see force applied to real life using friction.
I found interesting how lifting up on something can ease the friction force and allow an object to be moved with less required force because of that.
I found the practice problems on top hat to be most interesting about today's lecture
I love friction problems, as they are simply force diagram problems. Seeing how different objects have different coefficients and why is super cool
I found learning about how friction was really interesting. It was cool to understand how the cold welds between two surfaces impacted friction.","I thought learning about the coefficient of friction and how it's proportional to the normal force was interesting. 
 I found the description of static friction most interesting. I thinkstatic friction is more interesting than kinetic friction because whenstatic friction reaches it's maximum value, any amount of force appliedwill accelerate the object.
Dr. Nero demonstrate how to solve friction problems with 2 body diagrams set up
Learning about the relationship between normal force and friction and how friction works and looks molecularly.
I found learning about how friction was really interesting. It was coolto understand how the cold welds between two surfaces impacted friction."
"I could follow along easily in this lecture. One thing that could've used more explaining was the right hand rule top hat question.
the derivation and explanation of formulas for acceleration and velocity could've been covered and used in examples more
It was unclear how much time we would have in our groups to answer the tophat questions.
The right-hand rule and how to use coordinate plane with just x and z values (as opposed to x and y).
I am a little confused about the last example we were doing, but when I thought over after class, I figured out the answers.","The right hand rule because I was just a bit confused how to read it or tell when it's pointing in or out of the screen.
The position, velocity, and acceleration graphs we touched on at the endof class were a little confusing, specifically the position graph. Weonly talked about it for a little bit at the end of class so I'm surewith more practice I will be able to understand the concept a lotbetter.
How to determine if the answer to the cross product or dot product is positive or negative.
 the only thing that I would want more details in would be the way an object is 3-D on paper because i still do not get that
Some of the tophat questions lacked directions and made them hard to understand."
