generation,oracle
" I found shell's theorem to be the most interesting part about today's lecture. 
 Torque and potential energy and how they apply to electric fields 
 The electric field patterns were very interesting. 
 In today's class, I found it interesting that electric fields work how wind works. I learned that wind has many vectors as does electric fields. 
 i found the open ended top hat questions interesting because they required multiple concepts to be applied which made it all seem more connected and easier to understand conceptually ","In today's class, I found it interesting that electric fields work how wind works. I learned that wind has many vectors as does electric fields.
The experiment when when could see the diopole, and the whole concept of polar molecules like water.
Torque and potential energy and how they apply to electric fields
How dipoles give molecules their unique properties
visualizing electric fields. Drawing abstract concepts makes them easier to understand."
" I am really having trouble setting up integrals for the electric field. I don't understand how to set it up given the linear density and the charge. 
 I felt the lecture was going too fast and felt that we should go over details more rather than flying through each tophat question. 
 The ring of charge section was the most confusing. Setting it up and finding E parallel and E perpendicular was the most confusing for me 
 The class problem regarding finding the x component of Electric field. 
 I am confused on how to figure out what dq should be in example problems that use that equation ","The ring of charge section was the most confusing. Setting it up and finding E parallel and E perpendicular was the most confusing for me
While I understand the solving the integral process, I could use more clarity/examples of setting up integrals in different situations. Also, a deeper explanation of what exactly is happening to the electric field when influenced by an extended charge.
I felt the lecture was going too fast and felt that we should go over details more rather than flying through each tophat question.
I am really having trouble setting up integrals for the electric field. I don't understand how to set it up given the linear density and the charge.
The initial set up. Specifically the limits of integration and the variable of integration."
" I found it interesting using the loop rule to solve the last problem because it made the problem more simple than I initially thought. 
 Learning how voltmeters are able to get accurate voltage readings without leaking much current out of the circuit by being connected in parallel with resistors/capacitors. 
 i liked that no matter which path you took to find current in a circuit, you'll get the same value. 
 I thought your explanation of ammeters and voltmeters was very well done. This topic that was previously confusing to me in high school is now much clearer. I thought it was interesting thinking about how current runs through a wire and why each of these have to have very different resistances. 
 The circuit analysis about the voltage in loops summing to 0. ","The amount of info we can determine from a simple circuit with proper analysis is very cool.
I thought grounding was interesting. I never understood what grounding meant before.
I found the ammeters and voltmeters interesting because they can both be used in the same circuit but for different reasons.
i liked that no matter which path you took to find current in a circuit, you'll get the same value.
I found it interesting using the loop rule to solve the last problem because it made the problem more simple than I initially thought."
" one thing that was confusing for me was the actual calculations regarding the topic. I was a bit confused on that part of the concept quiz. 
 I am not sure what the difference between u and v is. They seem to be interchangeable? 
 Calculating cylindrical capacitors 
 I was confused with the partial integrals, as I have never seen those before. Also, when there are multiple charges, some of the calculations become less clear. 
 The difference between the two variables that use U was very confusing. How energy relates to capacitance just wasn't clear to me. ","one thing that was confusing for me was the actual calculations regarding the topic. I was a bit confused on that part of the concept quiz.
The difference between the two variables that use U was very confusing. How energy relates to capacitance just wasn't clear to me.
Calculating cylindrical capacitors
In video 2, why did U and V start at the same place?
In today's class I found it confusing how the units work between charge and capacitance and electric potential. I found it confusing what a farad is."
" Re-drawing and simplifying circuits is still a bit confusing 
 I found resistors in series fairly confusing just because I find myself getting tripped up with how to add voltage in the series. 
 I thought the examples at the end of the cuvids for the first set were a little confusing, I wasn't sure how the equations were derived 
 I think I actually understood this one well. The only thing I truly struggled was the second part with the battery, the E and the delta V 
 Relating delta V=emf to delta V=IR ","It wasn't confusing, but I think going over Ohm's law and when you can and can't use it would be helpful
I found resistors in series fairly confusing just because I find myself getting tripped up with how to add voltage in the series.
I thought the examples at the end of the cuvids for the first set were a little confusing, I wasn't sure how the equations were derived
the relationship between the internal voltage of a battery vs. the external voltage.
Trying to figure out if things are in series or parallel"
" The only thing I felt was kind of confusing was charge density. In lecture, you said that current density and the electric field went in opposite directions and I found that slightly perplexing. 
 Deciding between parallel and series 
 I'm a little confused on how charge is distributed on capacitors in series vs capacitors in parallel. 
 I found it confusing defining what C equivalence was. 
 The difference in using the formula c1*c2/c1+c2 vs using the equation for parallel capacitance or series capacitance confuses me a bit on the concept quiz. ","I'm a little confused on how charge is distributed on capacitors in series vs capacitors in parallel.
I thought that it was a little confusing why in the 1st example you performed you added the non matching capacitance (C3) with C2 and plugged that into the expression. and on our sapling concept quiz, we instead used expression (C1*C2)/(C1+C2)+ C3. why were we allowed to do that for that problem and not this one? genuinely confused.
I was confused about how you know when capacitors are in parallel with each other.
The only thing I felt was kind of confusing was charge density. In lecture, you said that current density and the electric field went in opposite directions and I found that slightly perplexing.
The current density was the most confusing for me because I was just a bit confused on how to set up the integral."
" I thought vector additions was the most interesting because of the easy system of steps that need to be followed to solve problems. I really like when things are laid out clearly and the steps are easy to follow. 
 How the vector notations can simplify in multiple dimensions to create either a vector or scalar output. 
 I found the hockey question interesting because it was challenging but after working in groups we were able to figure it out 
 I really liked the problem that we did in breakout rooms. This was a good use of time because it allowed for my peers and I to think for ourselves and still be able to get help if needed 
 The format. I've never had a flipped class like this one so it was unusual to have the small time for review and then immediately in to problem solving. I've also never heard vector addition described with the principle of moving backwards along one arrow and that that's why you subtract it (rather than in reference to the idea that origin doesn't matter and therefore whatever the starting location is should be subtracted out from every piece) ","I thought vector additions was the most interesting because of the easy system of steps that need to be followed to solve problems. I really like when things are laid out clearly and the steps are easy tofollow. 
I was most interested by the break out groups because it allowed us to work on the question together. If one person was stuck we could ask another for help and it's nice to have a peer help sometimes because they have a different viewpoint from the professor or TAs.
The examples that were given in class were very informative and I felt like they helped me with the overall course content. I personally feel like it was important for me to see those examples
 I really enjoyed the way class was formatted! I like that we aren't just repeating the book/notes we took ahead of time. I am fully engaged inpractice problems, and thus find them more interesting.
 I enjoyed using Top Hat because it kept me active during the lesson."
" The top hat problem with the 3 blocks. We covered this towards the end, and as we were crunched for time, I thought the problem wasn't discussed as much as I would've liked. 
 I'm confused about why we assumed the force needed to hold the man still was the just the tension in the rope. 
 The problem that involved the man pulling himself up on a pulley was difficult to understand.  If the man is pulling down with the same force as the tension, shouldn't that cancel out one of the tensions ? 
 The last example we did in class. My group overthought it and then the solution was so simple. 
 When using gravity in equations for free body diagrams, why is it represented a positive instead of negative? ","The problem that involved the man pulling himself up on a pulley was difficult to understand.  If the man is pulling down with the same forceas the tension, shouldn't that cancel out one of the tensions ?
The top hat problem with the 3 blocks. We covered this towards the end, and as we were crunched for time, I thought the problem wasn't discussed as much as I would've liked. 
In today's lecture, I was bit confused by the free body diagram of friction. How would friction change if the normal force was at an angle to the horizontal? 
The fact of there being two tensions confused me for one of the first questions we did. I didn't quite get the 2T, but I think I understand it now after it was explained. 
 Force magnitudes when there are multiple masses such as a person pushing on three rocks. It's just sometimes confusing on which masses to add or the exact forces acting on the masses."
" it was somewhat unclear on what we had to do for the in class activity 
 I feel that the WDM that we worked on in class was relatively straightforward and there were no huge problems or confusions that arose. 
 Everything is clear in today's class, I enjoyed it 
 Everything sounded good. 
 when assignment 18 was supposed to be due ","The due date of assignment 18 was confusing 
I was a little confused about what to put as the metrics in the weighted decision matrix at first. 
Part of the decision matrix discussion was a little confusing on all of the different aspects that were needed in parts one, two, and three. 
I was a little confused on how to choose my criteria for the in class activity.
 I wasn't completely sure about what to do for the in class activity because the template had a lot of slots to fill out but we only had todo some of it, but it wasn't completely clear about what parts we were supposed to do."
" I liked revisiting how a linear regression in least squares method is calculated and evaluated. 
 What I found most interesting is the different equations used to determine whether a trend line matches the data well or not 
 How to use regression lines for excel 
 The ability to compare the accuracy of different methods for the volume of the reservoir was interesting. 
 I found interesting how to work stuff on excel. It was really helpful. I also found it interesting how to equations work. ","The linear regression was fun to learn about.
Learning about the values of r and how they relate to the accuracy of a trend line
Working with my group on both the in class assignment and the A10 assignment.
I enjoyed talking about regression lines correlations and playing the correlation game.
I found it interesting that it is so easy to do complex, helpful calculations in Excel."
" Sometimes when you put us into our breakout groups your instructions are a little unclear, so it would help to clarify more or put instructions in the chat. 
 Nothing has the chance to be confusing because every class is simply a rehash of the modules, with no new content. It is simply tedious. 
 I understood everything in class today and enjoyed the time you gave us with our teams. The only thing i would say could be improved was there was some confusion over where the files were for the in class quiz 1. 
 The deadlines for all the assignments were confusing, and the probability was a little confusing at first 
 I didn't find anything discussed in today's class to be confusing. The class was developed and demonstrated in a helpful fashion and helped me obtain a better understanding of the importance of the z chart and histograms. ","The directions for the skittles activity in class were sort of confusing at first, but our team figured out what needed to be done
Assignment 08 was confusing because the directions were not clear. I had my hand raised in the breakout room and no one came.
I didn't quite fully grasp what z tables were and how do we figure out what values to use for funding the numbers
The formulas that we went over today are somewhat confusing to me. Other than that I thought class was very good!
I am still confused about how to create and use histograms and the shortcuts for using excel. The normal distribution questions are also confusing."
