generation,oracle
" I like that the math is pretty consistent and the laws and theorems are pretty easily definable I just get messed up when you're doing demonstrations that move really quickly and the words go over my head. 
 The explanation of your plastic sheet and lightbulb experiment was really neat and caught my interests. 
 I found it interesting how similar electric force is to gravitational force. 
 The group work in solving the distribution of charge 
 The conservation of energy question was very tricky. I was indecisive between the correct answer and the “difference in charge” answer, so I felt that I learned the most from this question. ","I thought the demonstration with the lightbulb was fun to watch. It gave me a visual representation of what was happening.
i really like learning about the electric charges and i like learning about electrons after taking so many chemistry classes
Energy conservation in particle physics with a gamma ray photon being split into an electron and positron was very intriguing since I've never learned much about gamma rays in the past.
I found it interesting how similar electric force is to gravitational force.
The amount of interaction we were able to have with you as an instructor and in breakout rooms was interesting."
" Magnetic fields and discharging capacitors 
 the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think. 
 The concept quiz question 
 I wasn't really confused by anything this lecture. 
 I honestly didn't really find anything confusing. Everything just made sense, however it did help that I am currently in my differential equations class, and I had a really strong foundation of physics 1 to help with the magnetic field concepts. ","Concept quiz 16 question 1 was confusing, why do you add the voltages?
the differential equation portion involving RC circuits was a little confusing. Another example would be very much helpful for a lot of us I think.
I was a bit confused with the loop rule and multi loop circuits. I had trouble on the concept quiz so I think seeing some more examples being solved would help me.
I was confused about how to use a calculator to solve matrices.
I find the orientation of magnetic fields very confusing. I'm not sure how to tell if it should be pointing in or out of the page, why it is always in the positive or negative k direction, or how it affects which direction a particle will circle in."
" The planar electric field being constant 
 The return of the shell theorem to explain a more complicated concept 
 The fact that we can model something as complex as flux through symmetrical objects without needing to carry out complex integrals 
 the different types of symmetry 
 I found it neat and helpful that drawing a Gaussian surface around or through certain objects with uniform surface charge makes finding E on the object much easier. However knowing how to orient the Gaussian surface seems a bit difficult in some situations. ","The planar electric field being constant
Today's lecture was very interesting. It showed how Gaussian symmetry in different shapes were similar.
I think it's interesting how the shell theorem can be used in physics
I found it neat and helpful that drawing a Gaussian surface around or through certain objects with uniform surface charge makes finding E on the object much easier. However knowing how to orient the Gaussian surface seems a bit difficult in some situations.
I thought this concept was easy to grasp. The videos did a great job of helping me picture the scenarios."
" The rc time unit was interesting. 
 I found it interesting that magnetic fields are so similar to electric fields. 
 I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered! 
 I found the balloon example interesting because it tied what we were learning to a more real world experience/possibility 
 It's interesting how electrons move in circular motion around a magnetic field. Also it is interesting how many times we use the cross product. ","It's interesting how the current of an RC circuit is essentially a fraction of the original current dependant on the time constant.
I found the magnetic field lines interesting because no matter how small they get they will always have a north and a south end.
I found the balloon tophat question most interesting about today's class because I thought too hard about it at first and once it was explained it was an “ah” moment
I really enjoyed writing the circuit equations in terms of one another and then forming differential equations. On top of already enjoying this unit, I really like this kind of math as well
I really like that magnetic field lines follow the same rules as electric field lines. I also like that magnetic monopoles haven't been discovered!"
" The right hand rule is clearer to me after Dr. Nero explained it again in class 
 The thing that I found most interesting was the right hand demonstration for vectors 
 I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and I learned a lot from it. 
 The multiple ways/ equations possible to find the same answer. 
 Top hat ","The right-hand rule was very interesting for me because it is something I've never seen in action before. I was a little confused about it during the reading, but what was talked about in class helped me to get the hang of what it's all about.
I really liked the description of the graphs between acceleration, velocity, and displacement. I've had trouble with them in the past but I feel like I have a good understanding now. 
 I found the live demonstration interesting. It is always useful to see physics happening in real life. It makes all the work seem real and obtainable. We can forget that all this math has real applications.
I really enjoyed the top hat question with the negative cosine angle, causing the dot product to be negative even though it was scalar. I go the question incorrect but I liked how it was explained and Ilearned a lot from it.
I thought the explanations of dot and cross products were interesting because they helped me understand the concepts better."
" Break out rooms were fun and enjoyable 
 Analyzing the different approaches/ways to get the same solution 
 What was the most interesting was physically solving the kinematic problems. It's like a puzzle to me. 
 The most interesting part was learning about free fall and comparing the graphs 
 The dinosaurs (Jurassic park vibes), and the intro to group was interesting, because it gave me an idea of how things will work in the future for quizzes and tophat questions. ","The dinosaur problem was most interesting. I enjoyed that it really challenged you to think about how to set the equations equal to each other and which equation to pick.
I like projectile motion from my high school physics class so when this video lecture began to talk about gravity and free fall, I really enjoyed it. 
I enjoyed the conceptual top hat questions during this lecture. These connections brought a true understanding of how kinematics work in real life (neglecting air resistance of course).
understanding and getting the majority of the problems asked in tophat correct. this means that i have some sort of a grasp and understand of the topic we're on. 
 found the breakout rooms to be the most interesting. Working as a team is always more productive as I was able to hear different approaches to solving the problem."
" I thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1. 
 There was no lecture today. 
 N/A (no class today so nothing was confusing, or more accurately, no lecture was confusing) 
 The first problem, particularly finding how the thrower and the kicker relate 
","There was no video lecture in class as we took the exam. The first problem on the test was a little confusing in the sense that interpreting the time we were supposed to find was difficult. 
I felt like the exam was overall pretty good. This first part was a little more confusing than the second for me, although my group mateshad trouble with the second. 
Questions were very hard compared to study guide. Studied concepts but could not figure out problems.
thought question 2 was confusing because I wasn't sure what to do with the acceleration exactly because block 2 was heavier than block 1.
I guess the test, not sure if my group got it right. Otherwise great experience 7/10 would try again."
" I loved group work and solving problems in pairs 
 I found the monkey problem interesting because it proves a real world situation with our understanding of projectile motion 
 I actually understood how to do projectile problems! 
 The physics behind the monkey and bullet example, where aiming for the monkey before falling will make the bullet hit it. 
 I appreciated the video demonstrating the monkey because it helped me to visualize the equation. ","Definitely the monkey hunting problem. Although I was  confused by thesolution, i was really intrigued by the scenario. It was fascinatingthat the monkey fell right as the golf ball was released, and it madeimpact right before the monkey hit the ground. 
 I thought that relative motion was the most interesting, since it gives you multiple perspectives.
I thought projectile motion was interesting because I learned thatvertical and horizontal motions are independent. Although the xcomponent's velocity is constant, the y component's velocity is not.
 I liked the breakout rooms. It was interesting to hear the points of other students. 
I liked the top hat questions. I feel they are engaging and make it easier to learn material."
" Being able to solve forces with very little information because variables will cancel out as you go through 
 While the most confusing, I found the question about the two blocks hanging from the pulley the most interesting. I also liked the top hat questions because they weren't too hard but not too easy as well. 
 The coefficient of friction, either static or kinetic, is usually smaller than 1. 
 I found it interesting that surface area does not affect the force it takes for a mass to slide off a surface. 
 Working in breakout rooms was enjoyable ","I thought learning about the coefficient of friction and how it's proportional to the normal force was interesting. 
 I found the description of static friction most interesting. I thinkstatic friction is more interesting than kinetic friction because whenstatic friction reaches it's maximum value, any amount of force appliedwill accelerate the object.
Dr. Nero demonstrate how to solve friction problems with 2 body diagrams set up
Learning about the relationship between normal force and friction and how friction works and looks molecularly.
I found learning about how friction was really interesting. It was coolto understand how the cold welds between two surfaces impacted friction."
" Cross products and into vs out of screen. 
 My zoom was not working well today so it was not easy paying attention to the lecture as it kept freezing. the only thing that I would want more details in would be the way an object is 3-D on paper because i still do not get that 
 right hand method. I will never understand. The top hat question about that rule made no sense to me. 
 The one problem where the hypotenuse was facing the wrong direction was a little confusing at first. It went right over my head when I did the problem. The explanation for it was very good though. 
 Everything was clear during this lecture. I had no confusion and I understood everything from the clicker questions. ","The right hand rule because I was just a bit confused how to read it or tell when it's pointing in or out of the screen.
The position, velocity, and acceleration graphs we touched on at the endof class were a little confusing, specifically the position graph. Weonly talked about it for a little bit at the end of class so I'm surewith more practice I will be able to understand the concept a lotbetter.
How to determine if the answer to the cross product or dot product is positive or negative.
 the only thing that I would want more details in would be the way an object is 3-D on paper because i still do not get that
Some of the tophat questions lacked directions and made them hard to understand."
" The “recipe” for free body diagrams. It made drawing them a lot easier. 
 I found the first example with the man in the chair the most interesting.  The fact that he only has to pull with half the force of gravity was intriguing. 
 free body diagrams 
 The pulley system/elevator problems because I find them very fun to do. 
 The part that I found most interesting about today's lecture was the conceptual questions because they were tricky. ","The “recipe” for free body diagrams. It made drawing them a lot easier.
 Despite this being a difficult concept, i though the man pullinghimself up with a pulley was very interesting, as it shows how pulleyscan be utilized in industry 
Redefining the system to make calculations faster by calling several objects the system instead of just one
I find tension interesting. The fact that two things can way down one rope and it's the same tension fascinated me. 
I found the top hat questions about normal force to be most interesting"
