generation,oracle
"I think the idea and concepts make sense, but I am confused about what shapes to choose as the Gaussian surface. Can you choose any shape? Are there multiple shapes that will still give the same answer as the cylinder? Also, the conductor vs insulator in reference to Gauss' law is confusing to me
The orientation of planar electric fields and cylindrical Gaussian surface
Figuring out what Gaussian surface to draw in problems
The second question on the concept quiz confused me, I wasn't sure how positive and negative charges being outside or inside affect flux.
I was not too confused but the field lines of the right angle planes question for the quiz was confusing.","I did not understand why the electric field inside of a solid, uniform, insulating sphere (r<R) is greater than the field outside of it (r>R).
I think the idea and concepts make sense, but I am confused about what shapes to choose as the Gaussian surface. Can you choose any shape? Are there multiple shapes that will still give the same answer as the cylinder? Also, the conductor vs insulator in reference to Gauss' law is confusing to me
The second question on the concept quiz confused me, I wasn't sure how positive and negative charges being outside or inside affect flux.
I think the angle at which flux flows from an object is a bit confusing. The first problem on the concept quiz deals with this.
I was confused about why we find the areas of the three different parts of the cylinder, and how we do this."
"I found that integration is very useful to solve problems in physics. It helped me translate skills from calculus to solve problems in physics.
I found the fact that we can use integrals to solve these problems very interesting. It is a very practical application of calculus.
I thought it was interesting to see the different forms of dq over multiple dimensions.
I found it interesting that a single sliver of a rod or ring with uniform charge can be used to calculate the entire electric field produced by the object
Example problems","I found most interesting how we can use integration to determine the electric field
How the Calculus concepts were applied to extended charges (integrals, u-substitution)
The electric field diagrams were easy to learn and interesting.
I found the charge distribution problems most interesting today. I found it interesting because it can go the way you think, but also a different way if there are different factors.
I like when we do problems together in class as it gives us an example on how we should start the top hat questions when we have to do them individually."
"Collection of point charges (pairing them)
I found equipotentials to be the most interesting thing, especially drawing a equipotentials for a dipole!
I enjoyed learning more about the ex ey and es because it is similar to what I just learned tonight in calc 3 for solving integrations in third dimensions
How we can calculate something so complicated as electrons passing through an area is very cool.
i thought the breakout room questions were interesting because i learned how to do questions","I found equipotentials to be the most interesting thing, especially drawing a equipotentials for a dipole!
How we can calculate something so complicated as electrons passing through an area is very cool.
old concepts being brought back to explain new concepts
The most interesting thing was that finding electric potential doesn't require a path, but only the magnitude of the charge and it's distance from the point of interest.
I enjoyed learning more about the ex ey and es because it is similar to what I just learned tonight in calc 3 for solving integrations in third dimensions"
"I was confused by how to calculate the moment for dipoles that are not in a uniform field.
I think the top hat questions with the electric fields were confusing because I don't think the answered were explained in depth enough
I found the physical properties of the electric field to be confusing. Like specifically how it relates to electric force.
The example of a neutral wall having a net force towards a negatively charged balloon when the balloon is brought near the wall.
the binomial theorem","I found the physical properties of the electric field to be confusing. Like specifically how it relates to electric force.
I was confused by how to calculate the moment for dipoles that are not in a uniform field.
I feel like it would benefit me to hear more about the simple charge distributions. There were some parts of the videos that seemed a bit confusing to me and i had some struggles solving the second question on concept quiz 3.
I think the tophat questions overall were the most difficult part about class.
The math behind why certain numbers can be considered 0 or a simpler version confused me."
"Tension forces
I think some of the conceptual top hat questions were a bit confusing, jt was hard to relate the real life examples to the theory we learned from the videos
Tension was very confusing in today's lecture
How to solve for a negative fnet. It is confusing because I don't always know what determines the positive vs negative direction.
I found one of the clicker questions confusing. It was the one with the ship slowing down with the wrench inside.","What was confusing for me today was the tug of war problem.  I was not sure about how it worked.  Although the explanation allowed me to understand it, i feel like i need more practice with types of problems like that.
I think some of the conceptual top hat questions were a bit confusing, jt was hard to relate the real life examples to the theory we learnedfrom the videos
I didn't understand the Newton's 2nd Law problems. I needed more explanation as to way objects appeared based on what they were relative .
The concept of inertial frames was confusing because I didn't understand why the wrench would appear to be accelerating forward but then i thought about what happens in a car and I got it.
 I was a little confused about the salami question when it was first shown, but the explanation helped."
"How to find acceleration in relative motion in both 1D and 2D
I am still confused on a part of the dinosaur problem we discussed. Does each dinosaur have to have its own positive and negative direction or can one be used for the whole system?
The dinosaur example was confusing. The explanation at the end made sense, but I think we could've used another example to help clarify.
What was a little confusing in today's lecture was determining which kinematic formula we needed to start with
In today's lecture the only thing that was confusing was the effects of constant speed on acceleration.","I am still confused on a part of the dinosaur problem we discussed. Does each dinosaur have to have its own positive and negative direction or can one be used for the whole system?
I thought using the kinematic equations on the more difficult questions was challenging. It was sometimes confusing to tell which equation to use.
 I didn't understand the circular motion aspect of today's lecture. I will watch the lectures for Friday but I might need more review Friday.
Also, average and instantaneous velocities and speeds etc. start to blend together after a while and get to be harder to differentiate, especially in terms of what they mean conceptually. 
 The calculus-based content needed more context a graph could've been helpful clearing up any confusion. I also feel like we could've done a few more practice problems about different “topics.”"
"It was confusing to solve the problem with the friction block on the frictionless block.
Friction on an incline was what confused me. When more than one or two forces are applied, I feel like things are bound to get confusing.
The last example with two blocks and one sliding on the other was confusing
I thought the last top hat question with the two masses was confusing. This is because I didn't understand how we could combine the two masses into one system when force was only being applied to the top mass.
Two top hat problems: the pirate and the last one with the 2 blocks stacked. I thought we went through the pirate one a little too fast, and for the last one, we ran out of time because class was ending.","I found the top hat question about the two blocks hanging from the pulley the most confusing just because I understood it when I set the tensions equal to each other but not conceptually 
 I feel that the last question was pretty confusing during today'slecture. I believe that we should of spent more time talking through that question instead of rushing at the end of class and briefly going over it.
I would like to see more example problems being done of static friction. More specifically how to use the static friction coefficient and how todevelop and form the equations needed to solve each problem because I am still struggling with that concept of physics. 
The problems were pretty difficult in terms of understanding the fbds and what is happening to the system and i wish there was more time given overall even for the conceptual questions
The thing that was confusing about today's lecture was he conceptual question about the different between push and pull in terms of force."
"The thing I found most interesting is how and when to use histograms.
Learning how to work better with histograms
It was interesting how there are ways to compare two sets of data with one graph/diagram
The ability to make and format histograms in excel is a great skill to have.
I thought the different kinds of charts and learning how to edit them was very interesting to me.","I liked using the histogram to measure frequency, which occurs often in data.
Excel is such a powerful tool and can evaluate data so quickly. 
 I really liked how we got to spend a lot more time in breakout rooms because we could bounce our ideas off each other!
i liked working with my group
I liked how we had a lot of time to work on assignment 7."
"I like the taum shauk project
The reservoir power equation and A12 were very interesting to start on
I found the assignment 12 to be fascinating
I really liked that we're applying real engineering practices now because it is very interesting
the class quiz","I liked that we got so much time to work with our team in class. It helped to get all of us on the same page.
I enjoyed how we had a lot of time to work on our project for thisupcoming week, I thought it could of used more explanation though.
Using physics concepts for A12 was nice.
I was interested by the variety of functions that excel can compute within itself.
 I found the instant volumetric flowrate calculations to be most interesting as I like calculus."
"I found the weighted decision matrix to be most interesting as it seems to be very helpful for making choices and it can be applied to real life choices.
I'm really interested to see how weighted decision matrices can be used outside of engineering, even in making everyday decisions. It just seems like something very applicable to everyday life.
I liked getting to brainstorm and model in this class.
I found interesting the process of doing the WDM. It is quite complicated and with a lot of different tables, but doing it well can really help to narrow down to soecific ideas.
Having the class time to work with team on coming up with a plan for these assignments","I found it interesting how we can use the weighted decision matrix and figure out which solution is best for our problem.
I found it most interesting to start prototyping and I think it will be fun picking out what final product we will use.
 Having the class time to work with team on coming up with a plan for these assignments
working on the design project and the in class activity
I liked the amount of time we had to work on A18"
"The new project with solar panels.
I found it interesting how you can convert between so many different units for one given energy.
I enjoyed talking about power
Learning about who invented central heating
How a solar cell works","The different forms of energy and how they are generated was really interesting and hopefully we go more in depth with this topic.
 I was interested at starting a new project that has real world applications!
I like how we spend almost an hour working with our groups on the the next assignment.
I found the structure of solar cells to be the most interesting thing. The internal design is complex and the materials used and their purposeare very intriguing.
 I liked that we got so much time to work on A13, when we get time to work on assignments it minimizes the amount of meetings we need tosetup outside of class time."
"I found the class to be interesting and interactive. I enjoyed meeting fellow students as this helped me to feel more comfortable and overall welcome in the class.
The class activity was interesting.
I thought that the layout of the course was interesting and the activity of drawing our view of an engineer was very interesting. The layout is 4 main projects and I thought that it was cool to be in that format rather than many smaller projects. The drawing was interesting because it made you look to the future.
The people I met in my group
The future of engineering as drawn by today's engineers.","I loved the breakout rooms and the chance to meet new people.
The people that I met seemed very kind and made me feel more comfortable in the class.
The activity where we drew the future engineer I found it cool how everyone had different opinions and views. 
I found it interesting that we have several different types of advisors with different skills sets and experience to assist us in the course. Other courses usually have only one TA but it nice to have several people to ask for help
 I found the projects and specifically the design project most interesting in class."
"I enjoyed looking at the statistics and working with my group in class 4a.
The idea that the Taum Sauk Reservoir is basically a free standing dam, but that it failed before and causes problems. However, we did not talk much as a group about the concepts behind it.
Researching about the reservoir was interesting.
I've never had to use APA before this class, so that will be interesting
I found the complexity of hydroelectricity and the application of it in terms of our assignment to be interesting.","I thought learning about the hydroelectric power was interesting
 Seeing the mechanics of how reservoirs work 
 I found the introduction of our next project very interesting today. Also, I feel like the time spent in breakout rooms during this lecture was much better than previous calls.
I found the introduction of our next project very interesting today
I also found the intro into how to cite and reference your sources to be very informative."
"I was a little bit confused about how the in class activity related to the environmental analysis. I understand that we need to find the CO2 emissions in the economic analysis, but I don't understand how the equation we used for the in class activity should be used in the environmental analysis.
I found the carbon footprint information confusing because I was not sure how to take the environmental data from A13 and reflect a carbon footprint.
I thought that more details could have been given about the individual effects of climate change.
How to calculate the commerical energu price with a 3 year payback period
We were unsure of why the density of gasoline was included on the slide about the calculations for the participation's other than to try to trip us up.","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first. The example after the in class activity cleared things up.
I was confused about the in class activity at first but when I discussed it with my group we figured it out. 
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between anassumption and data that just isn't reliable."
"The biotechnology was a little confusing and could be explained a little more in the context of a17.
Something confusing in today's class was the instructions for the new A17 assignment, because we were unsure of what to work on.
I think we should have spent more time on how to create a functional decomposition chart
Nothing. The assignment made sense and what the goals of different perspectives and ideas play into finding a solution
I was confused about how to apply bio mimicry to this project.","I thought that the emphasis on biomimicry was interesting, but I did not understand how it can be applied to our project. We are dealing with roads and traffic, so there is little I can see that the natural world can offer.
Something confusing in today's class was the instructions for the newA17 assignment, because we were unsure of what to work on. 
 I think we should have spent more time on how to create a functional decomposition chart
More information about the brainstorming process would be helpful to aid our team
 Figuring out which parts of the overarching design project are due when was disorienting as it was not ever explained and only obscurely mentioned once on Brightspace."
"starting our own design project
I found the client stakeholder relations to be very interesting as well as the differences between a anovice and professional engineer.
The most interesting part about todays class was starting a new project to work on with my team
I found working on the in class assignment to be most interesting.
Differences between client and end user","I liked the discussion on the importance of problem scoping and the differences between novice and professional engineers. Particularly asking questions and research.
The breakout room was very fun and informative! We met Jeff Hall today, and he was extremely helpful. We love working in a team and we're excited for the upcoming project. 
What I found most interesting in today's class was how a client or end user was a stakeholder always but a stakeholder could be a client or end user, but is not necessarily always one. 
 The start of a new projects is always interesting I feel that seeing how a project could be integrated so close to me is one of the most exciting things about being an engineer 
What I found most interesting about today's class was the analytical skills that are required to design your own solution to aproblem."
"I found learning about CAD softwares and 3D printing at Purdue most interesting.
it was exciting that i can make something
Not much, it was mostly just a work day along with clarifications regarding why we build prototypes.
What was due for assignment 17
I found the brainstorming aspect of the class the most interesting because my team was flowing and the ideas were getting somewhere. The talk about prototyping was interesting and got me excited to work on the assignment.","I found it interesting how effective CAD modeling can be for startingthe prototyping phase, I also found it awesome how many services Purduehas to offer to aid in the prototyping process.
The act of prototyping is interesting because we can test our ideas.
I found the wholistic approach of the design project very interesting and am very excited to move forward with it 
I loved the breakout rooms today and our team got a lot of workdone,especially narrowing down our six ideas to the top three. Also,weclarified our questions with Jeff Hall, who was extremely helpful!!Weare excited to begin the next milestone. 
The thing that was the most interesting was working with my peers to generate ideas and solutions"
"Nothing was confusing in today's class. the only thing I had a hard time with was thinking of pros and cons for the two coffee makers because I don't drink coffee. This was the only thing that was a little confusing for me.
Nothing was super confusing. At first I was worried because A17 is a lot, but once it was clarified that we didn't need to do all of them it made a bit more sense.
I didn't think anything was confusing for today's class. I thought it all made sense and was very clear. One thing that I think could significantly improve our class is making the class slides available in Brightspace once the class begins. This would be very helpful to the teams, because often what we are working on in the assignment during team class time is related to what was in the slides and what we went over in the class. Having the slides as a reference would be extremely helpful to the teams in using their time most efficiently.
There are things that need more explanation of the assignment.
Everything was very well explained: I have no complaints!","the only thing I had a hard time with was thinking of pros and cons for the two coffee makers because I don't drink coffee.
I think the instructions on the  a17 assignement were not completely clear. I also had trouble understanding wether the costumer service introduction we had i  class needs to be included in our proyector not
More information about the iteration section would be helpful. 
I thought it was a bit confusing when we were told to discuss the pros and cons of a french press and I had no idea how a french press worked, but I did some research and was able to figure it out. it was just confusing at first. 
 I thought the biomimicry idea generation was difficult to apply in our assignment."
"The part of class that was confusing was how to find bin width. Or more of once you find it do you need to round it up or to the nearest whole number?
A few answers to questions, particularly about discrete vs continuous and numerical vs categorical data types, were difficult to understand. It wouldv'e been nice to hear another perspective or source about these, maybe a GTA or PT's opinion as well.
It is difficult for mac users to submit assignments and edit in excel so more information on how to do assignments would be helpful.
I did not understand how exactly to set the correct bi  width and number in excel for mac. Everytime I place the calculated values, the ranges do not equal whole numbers.
I didn't understand how to format the histogram axis in excel. Excel automatically adjusts bin width and bin numbers","The only part of today's class was being able to identify the type of data.
I am still a little bit unclear on how to work some of the aspects on excel including changing the axis value on a Mac.
How to know what data representation method to chose given data.
For A07, I am confused on how we customize the bin widths AND number of bins. 
I feel like the guidance on how we are supposed to complete and do assignments is minimal, and I feel like we the students don't have the ability to reach out for help from the instructor or a TA when we are in our small groups."
"I found it really interesting that one square meter of sunlight is equivalent to approximately 5.8 gallons of gasoline!
All the different forms to make energy
one thing that was interesting was that only 23 percent of energy production reaches consumers.
The process by which companies or buildings have to think about which process to use to generate energy and the various positive and negative consequences that come from each possibility.
I found the production of energy from solar panels very interesting because the way energy can be produced for electricity is amazing to me.","Something interesting in today's class was the information regarding to different types of power generation. 
I found it really interesting that one square meter of sunlight is equivalent to approximately 5.8 gallons of gasoline!
 This new assignment is also very interesting much like the last one I really enjoy the real life applications that the projects have been giving us
One thing that was interesting about today's class was how the location of a building has such a huge impact on the payback of solar energy. 
I thought it was interesting to see all of the tools that are online to help with energy conversions. The website I found from the US Department of Energy had a lot of resources, which I found interesting."
"Difference between the graphs
The web chart explaining what charts we can use in excel depending on what information we have been given.
It was interesting in today's class to learn about how to create histograms in excel and how to format them properly.
The usefulness of histograms is great.
Histograms and line charts can both be used to show patterns in data where the data are, for example, the total number of bikers during each hour of the day.","I think the review of graphs was very interesting as it helped clarify the differences between them.
Talking about how to create a histogram in excel because excel can be confusing to work with so this was really helpful.
Learning more about my breakout group
I was a little confused on assignment 7 so that was a good overview of what to do.
I enjoyed analyzing the data for the CoGo bike share users to determine periods of low usage."
"I found the group time and the discussion about the assignment most interesting. The clarifications made in class were helpful
It was interesting to see how going over the pros and cons for an idea can change designs.
I enjoyed the idea of the in class activity despite the poor topic. It was good practice in determining pros and cons.
This whole design project really appeals to me and I'm excited to draw out the sketches for my group.
I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project","I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project 
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
The breakout room was very help because our team was able to finalize our ideas for A17 and also get Jeff Hall's input! He was extremely helpful and now we're finished with the assignment. 
I enjoyed coming up with ideas and thought it was interesting to see how my teamates thoughts varied.
I was interested in seeing the evaluations that engineers use and how it was useful for us to make sure that the decisions made were the best one suited as the solution."
"It was interesting seeing how humans are making technology that mimics animals.
I found the biomimicry of the snake to be very interesting.
Something interesting was the quiz in class, I enjoyed it and think I did well.
I enjoyed the class, however, most of the time was spent working in breakout rooms or on the quiz. I did not find anything incredibly interesting during this class.
I thought the video about the beetle research was very interesting. It was cool to see some research happening on campus.","Something I found most interesting in today's class was the usage ofnature to create solutions to design problems. It feels like a veryunique and interesting way to approach a solution to a problem.
The prompt for the quiz was interesting.
   What I found most interesting about today's class was howmuchprocessing goes into just brainstorming ideas that will then be usedtocreate a solution. 
The breakout group time we had to work with out groups 
Using Google to find patents and how it is all public information."
"Nothing was confusing in today's class. the only thing I had a hard time with was thinking of pros and cons for the two coffee makers because I don't drink coffee. This was the only thing that was a little confusing for me.
Nothing was super confusing. At first I was worried because A17 is a lot, but once it was clarified that we didn't need to do all of them it made a bit more sense.
I didn't think anything was confusing for today's class. I thought it all made sense and was very clear. One thing that I think could significantly improve our class is making the class slides available in Brightspace once the class begins. This would be very helpful to the teams, because often what we are working on in the assignment during team class time is related to what was in the slides and what we went over in the class. Having the slides as a reference would be extremely helpful to the teams in using their time most efficiently.
There are things that need more explanation of the assignment.
Everything was very well explained: I have no complaints!","the only thing I had a hard time with was thinking of pros and cons for the two coffee makers because I don't drink coffee.
I think the instructions on the  a17 assignement were not completely clear. I also had trouble understanding wether the costumer service introduction we had i  class needs to be included in our proyector not
More information about the iteration section would be helpful. 
I thought it was a bit confusing when we were told to discuss the pros and cons of a french press and I had no idea how a french press worked, but I did some research and was able to figure it out. it was just confusing at first. 
 I thought the biomimicry idea generation was difficult to apply in our assignment."
"I found the informatjon about the Taum Sauk Reservoir most interesting. I think this will be a very enjoyable project, as the topic is very intriguing.
Learning about the reservoir and the Sauk project.
What I found most interesting was when reading about what needed to be completed for A10. When doing this I really loved talking with my team and learning about the background information and what I will need to do for this assignment.
Hydroelectric power generation was cool to get to understand.
I think the most interesting thing was how the taum sauk reservoir worked as well as the differences btw the dam and run of water hydro power","I found studying the reservoir very interesting. I enjoyed reading about it and hearing some of the story behind it.
The thing that I found most interesting in today's class was just beingable to research and find out how hydropower generators work.
 all of the different resources for trustworthy information was interesting.
I'm very interested in formulating the volume calculation for the reservoir by using the Laminar Approach.
I really enjoyed the team discussion periods of the class and found the instructions very helpful."
"adjacency lists
Bfs
The candy was great and very delicious
dFS and BFS pseudo code
dfs","adjacency lists
dfs
Bfs
The different types of graphs, cycles, and paths
dFS and BFS pseudo code"
"It was interesting to see how we would traverse a tree using BinaryNode.
Binary Search Trees
Code implementation
The binary tree code walkthrough
The usage of recursion in the BinaryNode class to simplify the code involved","It was interesting to see how we would traverse a tree using BinaryNode.
The binary tree code walkthrough
Just learning more about the functionality of a binary tree
The usage of recursion in the BinaryNode class to simplify the code involved
Connecting the theory to code, being able to actually see what traversal would look like in code"
"Deleting nodes from trees was very interesting especially how we connect the other nodes together.
The red black bst
Deleting nodes with 2 children specifically substituting
Removing nodes from a BST. Also removing from root.
red black tree","Deleting nodes from trees was very interesting especially how we connect the other nodes together.
Removing nodes from a BST. Also removing from root.
Code Examples
Red-Black Binary Search Tree examples
The envelope class in the bst class"
"Non tail recursive functions
Nothing
What is a strong buffer? Still also co fused about big O in backtracking
traversals of a binary tree
The non tail recursion examples were confusing","The non tail recursion examples were confusing
What is a strong buffer? Still also co fused about big O in backtracking
The different ways to traverse a binary tree (particularly preorder vs inorder traversal) was the most confusing
Tail recursion and its ability to be implemented as a loop. Why are 2 recursive calls allowed in tail recursion?
The mechanics of how some of the traversals would work in code"
"I found the presentation confusing
N/A
Final Design Project
nothing","Final Design Project
I found the presentation confusing
N/A
nothing"
"Nothing
Reservoir volume
Figuring out the correct equations for volumes of irregular shapes in A09.
The part about criteria vs constraints was a little confusing.
I had a bit of confusion about what was necessary for the ICA","Reservoir volume
Figuring out the correct equations for volumes of irregular shapes in A09.
I had a bit of confusion about what was necessary for the ICA
The part about criteria vs constraints was a little confusing.
Least square regression was confusing"
"I found the quiz problems to be interesting.
The Michael Jackson video
I enjoyed doing the thought experiments with my team
Laminar approach
The different bike racks were cool and it was cool to see how they used the design process to improve their products","I enjoyed doing the thought experiments with my team
Laminar approach
I enjoyed beginning the end of year project with my team
I found the quiz problems to be interesting.
The different bike racks were cool and it was cool to see how they used the design process to improve their products"
